Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
3,39.0,0,4,14.76,1,0,0,0,1
1,55.0,0,0,131.43,0,1,1,0,0
1,55.0,0,0,549.71,1,0,1,0,0
1,53.0,0,0,4.81,1,0,0,0,1
3,39.0,0,0,8.77,0,1,0,0,1
3,24.0,3,0,12.83,1,0,0,0,1
1,30.0,0,0,104.6,1,0,0,0,1
2,63.0,0,0,8.73,0,1,0,0,1
2,39.0,0,0,8.6,1,0,0,0,1
2,26.0,0,0,7.26,0,1,0,0,1
1,39.0,0,2,74.85,0,1,0,0,1
1,60.0,0,1,23.05,0,1,0,0,1
3,69.0,0,0,6.07,0,1,0,0,1
2,67.0,0,0,6.64,1,0,0,1,0
1,61.0,0,1,76.06,1,0,1,0,0
3,47.0,0,2,11.67,0,1,0,0,1
3,43.0,0,0,12.5,0,1,0,0,1
3,29.0,3,0,12.03,1,0,0,0,1
3,63.0,0,0,12.88,1,0,1,0,0
3,23.0,1,2,31.71,1,0,0,0,1
1,39.0,0,0,200.67,0,1,0,1,0
2,30.0,0,0,7.33,1,0,0,0,1
1,49.0,0,1,284.28,1,0,1,0,0
2,0.33,1,1,30.81,1,0,0,0,1
1,61.0,1,0,22.87,1,0,0,0,1
1,39.0,0,0,114.09,1,0,0,0,1
2,39.0,0,0,9.47,0,1,0,0,1
1,41.0,0,1,33.07,1,0,1,0,0
1,25.0,1,2,87.73,0,1,0,0,1
3,29.0,0,0,11.06,1,0,0,0,1
2,70.0,0,0,22.85,0,1,0,0,1
1,31.0,0,0,30.43,1,0,1,0,0
1,47.0,0,0,10.13,0,1,0,0,1
1,60.0,0,0,29.77,1,0,0,1,0
2,20.0,0,0,20.18,1,0,0,0,1
3,21.0,0,0,6.14,0,1,0,0,1
1,58.0,1,0,7.94,0,1,0,0,1
3,22.0,1,0,33.0,0,1,0,0,1
3,61.0,0,0,10.02,0,1,0,0,1
2,4.0,2,1,28.87,1,0,0,0,1
2,58.0,0,0,19.27,1,0,0,0,1
1,42.5,0,0,54.99,0,1,0,0,1
3,37.0,0,0,11.02,0,1,0,0,1
1,42.0,0,0,33.12,1,0,0,0,1
3,55.0,0,0,27.23,0,1,0,0,1
2,36.0,1,1,32.03,1,0,0,0,1
2,27.0,0,0,28.4,1,0,1,0,0
3,26.0,0,0,8.16,0,1,0,0,1
1,32.0,1,2,27.25,0,1,0,0,1
3,41.0,1,1,10.78,1,0,1,0,0
3,28.0,0,0,10.37,0,1,0,0,1
2,20.0,0,0,11.57,0,1,0,0,1
2,37.0,1,0,26.97,1,0,1,0,0
3,39.0,0,0,7.75,0,1,0,0,1
2,7.0,0,1,27.69,1,0,0,0,1
2,8.0,0,0,5.87,0,1,0,0,1
3,21.0,0,0,5.07,0,1,0,0,1
2,28.0,0,0,26.91,0,1,0,0,1
2,68.0,1,2,23.42,1,0,0,0,1
3,22.0,0,0,9.67,1,0,0,0,1
1,54.0,0,0,735.7,0,1,1,0,0
3,21.0,0,0,8.86,0,1,0,0,1
3,33.0,0,0,25.97,0,1,0,0,1
3,22.0,0,0,4.48,0,1,0,0,1
1,46.0,0,2,93.32,1,0,1,0,0
3,26.0,0,0,10.96,0,1,0,0,1
3,26.0,3,2,78.63,1,0,0,0,1
2,13.0,0,0,30.75,1,0,0,0,1
3,60.0,0,0,12.47,1,0,1,0,0
3,38.0,1,1,37.07,1,0,0,0,1
3,51.0,0,0,43.87,0,1,0,0,1
2,40.0,8,0,31.31,1,0,1,0,0
3,26.0,0,0,8.19,0,1,0,0,1
2,74.0,0,0,23.56,1,0,0,0,1
2,63.0,0,0,11.31,1,0,0,0,1
3,23.0,0,0,28.49,0,1,0,0,1
1,29.0,0,0,18.7,0,1,1,0,0
2,65.0,1,0,25.85,1,0,0,0,1
1,57.0,2,2,34.56,1,0,1,0,0
1,24.0,0,0,68.03,0,1,0,0,1
3,60.0,0,0,8.83,1,0,0,0,1
1,40.0,0,1,211.28,1,0,0,0,1
3,39.0,0,0,9.1,1,0,0,0,1
1,17.0,1,0,560.45,0,1,0,0,1
3,2.0,1,2,10.22,0,1,0,0,1
3,65.0,0,0,6.76,0,1,0,0,1
3,26.0,0,2,24.73,0,1,0,0,1
3,40.0,0,0,6.26,1,0,0,0,1
3,50.0,0,0,10.1,0,1,0,0,1
3,18.0,0,0,8.03,0,1,0,0,1
3,51.0,0,0,10.58,1,0,1,0,0
2,13.0,0,0,11.91,1,0,0,1,0
2,28.0,0,4,8.31,1,0,0,1,0
3,21.0,0,0,8.46,0,1,0,0,1
3,12.0,0,0,24.27,0,1,1,0,0
2,65.0,0,1,6.2,1,0,0,1,0
3,1.0,1,2,34.54,1,0,0,0,1
1,70.0,1,9,30.47,1,0,1,0,0
1,37.0,0,0,25.73,0,1,1,0,0
2,44.0,1,0,16.97,0,1,0,0,1
3,50.0,0,2,31.94,0,1,1,0,0
1,51.0,1,0,12.6,0,1,0,0,1
3,10.0,0,0,8.55,0,1,0,0,1
3,53.0,0,5,9.02,1,0,0,0,1
3,63.0,1,2,31.26,1,0,0,0,1
3,32.0,0,0,12.55,1,0,1,0,0
1,39.0,0,0,32.8,1,0,1,0,0
3,3.0,1,2,74.22,1,0,0,0,1
1,56.0,1,2,138.26,1,0,1,0,0
1,49.0,0,0,256.12,1,0,1,0,0
2,5.0,0,1,9.61,0,1,0,0,1
1,39.0,2,0,65.38,0,1,0,0,1
2,58.0,0,0,9.53,1,0,1,0,0
2,35.0,0,0,50.39,1,0,0,0,1
3,26.0,0,0,7.18,0,1,0,0,1
3,59.0,0,0,10.18,0,1,0,0,1
3,19.0,0,0,3.04,0,1,0,0,1
1,60.0,0,1,274.51,1,0,1,0,0
3,30.0,0,0,44.68,0,1,0,0,1
3,41.0,0,1,10.11,1,0,0,0,1
3,39.0,1,1,59.32,0,1,0,0,1
2,20.0,0,0,5.82,1,0,0,0,1
2,26.0,0,0,33.39,1,0,1,0,0
1,54.0,0,1,114.84,0,1,1,0,0
1,52.0,1,2,26.46,0,1,0,0,1
1,50.0,2,0,146.89,0,1,0,0,1
3,57.0,0,0,9.77,0,1,0,0,1
1,34.0,0,0,27.68,0,1,1,0,0
1,55.0,0,0,183.87,0,1,1,0,0
1,44.0,2,0,478.16,1,0,0,0,1
3,4.0,0,1,12.59,1,0,0,0,1
3,21.0,4,1,33.13,0,1,0,0,1
1,31.0,1,2,66.2,0,1,0,0,1
3,25.0,1,0,12.24,0,1,0,0,1
3,28.0,0,0,9.1,0,1,0,0,1
1,29.0,0,0,120.73,1,0,0,0,1
3,25.0,0,0,7.8,0,1,0,0,1
1,52.0,0,0,12.99,0,1,1,0,0
2,49.0,0,0,39.75,1,0,1,0,0
3,24.0,4,2,10.33,0,1,0,0,1
3,53.0,1,0,24.45,0,1,0,0,1
2,58.0,0,0,31.57,1,0,0,0,1
3,36.0,0,0,28.68,0,1,1,0,0
3,24.0,0,0,9.85,1,0,0,0,1
3,50.0,0,0,5.17,0,1,0,0,1
2,41.0,1,0,21.92,0,1,0,0,1
2,54.0,2,0,28.65,1,0,0,1,0
1,39.0,0,0,24.81,1,0,0,0,1
1,20.0,0,0,268.7,1,0,0,0,1
3,25.0,1,0,10.13,0,1,0,0,1
1,55.0,0,2,87.54,1,0,0,0,1
2,35.0,0,0,10.16,0,1,0,0,1
3,58.0,0,0,9.68,1,0,0,0,1
1,44.0,0,3,33.96,1,0,0,0,1
1,61.0,0,0,172.32,0,1,0,0,1
1,43.0,1,2,25.59,0,1,0,0,1
1,58.0,1,0,28.85,0,1,0,1,0
1,32.0,0,0,28.7,1,0,0,0,1
1,62.0,0,0,112.04,1,0,1,0,0
3,68.0,0,0,7.97,0,1,0,0,1
2,26.0,0,0,9.79,1,0,0,0,1
3,35.0,0,0,12.45,0,1,0,0,1
2,53.0,0,0,27.55,1,0,0,1,0
1,46.0,0,0,37.95,0,1,0,0,1
2,62.0,0,0,29.49,1,0,1,0,0
3,30.0,3,0,10.02,0,1,0,0,1
1,63.0,0,0,268.8,1,0,1,0,0
2,65.0,0,0,8.61,0,1,1,0,0
3,49.0,0,0,11.86,0,1,0,0,1
3,32.0,0,0,7.82,0,1,0,0,1
3,34.0,0,0,8.18,0,1,1,0,0
2,65.0,2,1,24.62,1,0,1,0,0
1,56.0,1,0,278.26,1,0,0,0,1
2,22.0,0,0,6.49,1,0,0,0,1
2,23.0,0,0,28.51,1,0,0,0,1
2,52.0,0,0,70.55,1,0,1,0,0
1,54.0,0,1,81.02,1,0,1,0,0
2,46.0,0,5,24.21,1,0,0,0,1
2,24.0,0,0,6.02,0,1,0,0,1
3,61.0,0,0,10.81,1,0,0,0,1
3,53.0,0,0,13.76,0,1,0,0,1
3,6.0,1,2,34.81,1,0,0,0,1
3,29.0,0,3,10.98,1,0,0,0,1
3,72.0,0,1,8.28,1,0,0,0,1
2,42.0,0,0,13.81,1,0,0,0,1
2,43.0,0,0,25.41,1,0,0,0,1
2,29.0,0,0,12.78,1,0,1,0,0
3,30.0,0,0,7.86,0,1,0,0,1
2,13.0,1,0,22.24,0,1,0,0,1
1,65.0,1,0,11.04,0,1,0,0,1
2,37.0,0,0,22.15,0,1,0,0,1
2,25.0,0,0,35.15,1,0,0,0,1
3,62.0,0,0,9.52,1,0,0,0,1
2,52.0,1,3,25.0,1,0,0,0,1
3,50.0,0,0,8.92,0,1,0,0,1
3,13.0,1,3,29.19,1,0,0,0,1
1,39.0,0,0,77.64,1,0,1,0,0
3,22.0,0,0,11.68,0,1,0,0,1
3,25.0,0,2,30.13,1,0,1,0,0
1,44.0,1,0,36.42,1,0,0,0,1
3,39.0,0,0,9.7,1,0,0,0,1
1,45.0,0,0,129.43,0,1,1,0,0
3,23.0,0,0,26.45,0,1,0,0,1
3,12.0,0,2,72.61,1,0,1,0,0
3,19.0,0,0,10.83,0,1,0,0,1
2,33.0,0,0,16.52,0,1,1,0,0
2,45.0,0,0,26.8,1,0,1,0,0
2,30.0,0,0,23.26,1,0,0,0,1
2,50.0,0,1,12.08,1,0,0,0,1
1,44.0,0,1,24.43,0,1,0,0,1
1,56.0,0,0,564.13,1,0,1,0,0
1,39.0,1,2,80.67,1,0,0,0,1
3,22.0,0,0,13.06,0,1,0,0,1
1,33.0,0,0,32.64,1,0,1,0,0
1,64.0,0,0,26.09,0,1,0,0,1
1,46.0,0,1,230.49,1,0,1,0,0
2,26.0,0,0,8.22,0,1,0,0,1
3,63.0,0,4,9.37,0,1,0,0,1
3,31.0,0,0,10.03,0,1,0,0,1
2,0.5,1,2,35.44,0,1,0,0,1
1,33.0,0,0,22.72,0,1,0,1,0
1,48.0,0,0,242.48,0,1,1,0,0
1,30.0,1,0,78.86,1,0,1,0,0
3,36.0,0,0,7.94,0,1,0,0,1
3,61.0,0,0,26.45,1,0,0,0,1
3,27.0,0,0,7.78,0,1,0,0,1
1,32.0,0,0,25.29,1,0,1,0,0
2,49.0,0,0,29.48,1,0,0,0,1
3,28.0,0,0,6.27,0,1,0,0,1
3,39.0,1,2,83.63,1,0,0,0,1
1,28.0,2,0,208.15,1,0,1,0,0
3,6.0,0,0,10.44,0,1,0,0,1
2,50.0,0,0,25.36,0,1,0,0,1
2,51.0,0,0,17.14,1,0,1,0,0
1,46.0,1,0,171.22,1,0,0,0,1
1,53.0,0,0,13.93,1,0,1,0,0
1,29.0,0,1,121.44,0,1,1,0,0
2,28.0,0,0,13.14,1,0,1,0,0
3,29.0,0,0,29.35,1,0,1,0,0
2,55.0,0,0,60.65,0,1,0,1,0
3,65.0,3,0,11.58,1,0,0,0,1
1,44.0,0,2,63.77,0,1,0,0,1
1,30.0,1,2,127.33,0,1,0,0,1
1,61.0,1,0,108.67,0,1,0,0,1
1,41.0,0,0,14.42,1,0,1,0,0
2,28.0,0,0,7.45,0,1,0,0,1
2,60.0,2,9,30.75,0,1,0,0,1
1,60.0,0,1,76.06,1,0,1,0,0
2,7.0,1,0,32.51,1,0,1,0,0
2,23.0,0,1,8.88,1,0,0,0,1
1,60.0,0,0,235.68,1,0,0,0,1
1,63.0,1,1,10.11,1,0,0,1,0
2,29.0,0,0,12.14,0,1,0,0,1
2,31.0,0,3,11.51,0,1,0,0,1
1,31.0,1,0,9.2,0,1,0,0,1
3,10.0,4,0,11.67,1,0,0,0,1
3,21.0,0,0,11.72,0,1,0,0,1
3,8.0,2,2,27.63,0,1,0,0,1
1,48.0,0,0,79.42,0,1,0,0,1
1,53.0,1,0,435.91,1,0,1,0,0
3,43.0,0,0,8.5,0,1,0,0,1
3,44.0,0,0,10.83,0,1,0,0,1
1,40.0,0,0,34.81,1,0,0,0,1
3,29.0,0,0,8.71,0,1,0,0,1
2,27.0,0,0,14.14,1,0,0,0,1
2,26.0,0,0,8.73,0,1,0,0,1
1,71.0,3,0,30.3,1,0,0,1,0
1,46.0,0,0,81.46,1,0,0,0,1
3,44.0,1,1,28.88,0,1,0,0,1
2,9.0,0,0,28.33,1,0,1,0,0
3,10.0,1,0,59.3,0,1,0,0,1
3,34.0,0,0,7.1,0,1,0,0,1
2,48.0,0,0,8.94,1,0,1,0,0
2,28.0,0,0,29.25,1,0,1,0,0
1,29.0,2,2,77.65,1,0,1,0,0
1,45.0,0,0,31.55,1,0,1,0,0
2,41.0,0,0,9.18,0,1,1,0,0
2,65.0,0,0,11.88,1,0,1,0,0
2,63.0,0,2,32.38,1,0,0,0,1
3,22.0,4,2,26.9,0,1,0,0,1
2,16.0,0,0,8.16,0,1,0,0,1
3,18.0,0,0,10.07,0,1,0,0,1
3,29.0,0,0,10.32,1,0,0,0,1
2,77.0,0,0,10.99,0,1,0,0,1
1,64.0,0,0,68.68,1,0,0,1,0
2,52.0,0,0,11.2,1,0,1,0,0
1,54.0,0,0,28.59,1,0,1,0,0
3,63.0,0,0,24.74,1,0,0,0,1
3,25.0,0,0,7.41,0,1,0,0,1
3,20.0,0,6,11.14,0,1,0,0,1
3,63.0,0,1,27.72,1,0,0,0,1
3,22.0,0,0,4.82,0,1,0,0,1
2,37.0,1,0,11.35,1,0,1,0,0
3,27.0,0,0,8.35,0,1,0,0,1
3,49.0,0,0,12.87,0,1,0,0,1
3,26.0,1,2,10.88,0,1,0,0,1
2,25.0,0,2,24.96,1,0,0,0,1
3,73.0,0,0,6.4,1,0,1,0,0
2,10.0,1,1,73.49,1,0,0,0,1
1,51.0,0,0,26.25,0,1,0,0,1
1,37.0,1,2,32.39,0,1,0,0,1
3,32.0,0,0,28.84,0,1,0,0,1
2,56.0,0,0,12.53,1,0,0,0,1
3,22.0,0,0,5.68,0,1,0,0,1
1,52.0,1,0,196.48,1,0,0,1,0
2,26.0,0,0,13.13,1,0,0,0,1
1,38.0,0,0,11.64,1,0,1,0,0
1,49.0,0,0,105.73,1,0,1,0,0
3,10.0,0,0,10.67,1,0,0,0,1
1,53.0,0,0,72.91,0,1,1,0,0
3,58.0,0,0,8.15,0,1,0,0,1
2,52.0,0,0,26.77,1,0,0,0,1
2,37.0,2,1,30.92,1,0,1,0,0
3,21.0,0,0,26.53,0,1,0,0,1
2,29.0,0,0,12.93,1,0,0,0,1
2,7.0,0,0,9.26,0,1,0,0,1
1,44.0,0,0,134.83,0,1,1,0,0
3,27.0,0,0,2.66,0,1,0,0,1
3,32.0,0,0,7.23,0,1,0,0,1
2,63.0,0,0,9.36,0,1,0,0,1
1,36.0,1,1,70.49,0,1,0,0,0
2,19.0,0,1,20.07,0,1,0,0,1
2,46.0,4,1,30.99,1,0,0,0,1
3,35.0,0,0,6.49,0,1,0,0,1
2,54.0,0,0,21.87,0,1,0,0,1
1,43.0,0,0,88.89,0,1,1,0,0
1,43.0,0,0,245.1,1,0,1,0,0
2,25.0,0,0,7.63,0,1,0,0,1
3,39.0,0,3,5.9,0,1,0,0,1
3,20.0,0,0,8.9,0,1,0,0,1
1,55.0,0,0,494.8,0,1,1,0,0
2,63.0,0,0,31.16,0,1,0,0,1
3,51.0,0,0,6.11,0,1,0,0,1
1,49.0,0,0,274.7,1,0,1,0,0
3,11.0,1,0,239.37,1,0,0,0,1
2,27.0,0,0,21.51,1,0,0,0,1
3,23.0,0,0,8.14,0,1,0,0,1
2,37.0,0,0,29.23,0,1,0,0,1
3,6.0,1,1,70.13,1,0,0,0,1
3,59.0,0,2,30.62,1,0,0,0,1
2,63.0,0,1,11.4,1,0,1,0,0
3,32.0,0,0,7.89,0,1,0,0,1
2,45.0,0,0,14.53,0,1,0,0,1
3,33.0,0,2,9.37,1,0,0,0,1
2,66.0,0,0,141.23,1,0,1,0,0
3,24.0,2,0,11.18,0,1,0,0,1
3,58.0,0,0,8.08,0,1,0,0,1
3,5.0,1,2,36.77,0,1,0,0,1
2,7.0,1,0,9.6,0,1,0,0,1
2,18.0,0,2,26.71,0,1,0,0,1
3,24.0,0,0,8.9,0,1,0,0,1
1,43.0,0,0,12.73,1,0,1,0,0
1,36.0,0,0,516.86,1,0,1,0,0
2,46.0,0,0,6.48,0,1,0,0,1
1,45.0,0,0,28.77,1,0,0,0,1
3,72.0,0,0,13.9,1,0,1,0,0
2,63.0,0,1,28.12,1,0,1,0,0
1,44.0,0,0,29.05,1,0,1,0,0
1,52.0,0,0,78.35,1,0,0,0,1
2,27.0,0,0,13.02,0,1,0,0,1
2,29.0,0,0,15.31,0,1,0,0,1
1,57.0,1,0,28.32,1,0,1,0,0
1,28.0,1,0,30.03,0,1,0,0,1
1,36.0,0,0,71.41,0,1,1,0,0
3,20.0,0,0,19.94,0,1,0,0,1
3,53.0,1,2,78.23,0,1,0,0,1
1,47.0,1,0,7.67,0,1,0,0,1
2,37.0,0,0,11.08,0,1,0,0,1
3,22.0,0,0,8.54,0,1,0,0,1
3,31.0,1,1,26.61,0,1,0,0,1
1,20.0,0,0,235.75,1,0,1,0,0
1,43.0,3,3,118.51,0,1,0,0,1
3,69.0,0,0,26.9,0,1,0,0,1
1,49.0,0,0,103.04,1,0,0,1,0
2,27.0,0,0,5.79,1,0,0,0,1
2,72.0,0,0,6.18,1,0,1,0,0
1,54.0,1,2,74.73,0,1,0,0,1
2,25.0,0,0,6.39,0,1,1,0,0
1,63.0,1,0,28.77,0,1,0,0,1
1,28.0,1,2,75.63,0,1,0,0,1
2,19.0,1,0,27.71,0,1,0,0,1
2,29.0,1,1,22.62,1,0,0,0,1
2,23.0,2,6,19.02,0,1,0,0,1
2,27.0,0,0,3.51,0,1,0,0,1
1,38.0,0,0,11.5,0,1,0,0,1
2,11.0,0,0,8.29,0,1,0,0,1
2,9.0,1,2,29.9,0,1,0,0,1
3,28.0,0,0,38.25,0,1,0,0,1
2,27.0,0,0,28.45,0,1,0,0,1
3,62.0,0,0,9.48,1,0,0,0,1
3,20.0,0,0,10.91,0,1,0,0,1
3,39.0,0,0,11.17,0,1,0,0,1
1,39.0,0,0,13.25,1,0,1,0,0
2,78.0,0,1,29.91,1,0,1,0,0
2,27.0,0,0,15.08,1,0,0,0,1
3,24.0,0,0,8.93,0,1,0,0,1
2,35.0,3,1,11.28,1,0,0,1,0
1,34.0,0,0,24.38,0,1,0,0,1
2,56.0,0,0,29.81,0,1,0,0,1
3,31.0,0,0,8.87,1,0,0,0,1
2,43.0,1,1,33.42,0,1,0,0,1
1,55.0,0,0,112.67,1,0,0,1,0
1,48.0,0,0,27.1,0,1,0,0,1
3,38.0,0,0,8.27,1,0,0,0,1
3,22.0,0,0,5.32,0,1,1,0,0
2,62.0,0,0,9.69,0,1,1,0,0
1,20.0,0,0,61.1,0,1,0,0,1
2,62.0,0,1,25.17,1,0,0,0,1
1,65.0,0,0,36.08,1,0,1,0,0
1,54.0,0,0,12.94,1,0,1,0,0
3,23.0,0,0,9.44,0,1,0,0,1
1,36.0,0,0,28.09,1,0,1,0,0
3,29.0,0,1,18.68,1,0,0,0,1
3,20.0,0,0,9.12,0,1,0,0,1
3,29.0,0,0,6.97,0,1,0,0,1
2,26.0,0,0,12.13,0,1,1,0,0
2,43.0,0,0,11.84,1,0,1,0,0
2,61.0,0,0,22.41,0,1,0,0,1
3,2.0,0,1,12.63,0,1,0,0,1
2,44.0,0,0,14.49,1,0,0,0,1
3,68.0,0,0,6.82,1,0,0,0,1
1,53.0,0,0,117.33,1,0,0,0,1
2,12.0,0,0,22.3,1,0,1,0,0
1,69.0,0,1,24.76,0,1,0,0,1
3,19.0,0,0,9.84,0,1,0,0,1
1,47.0,0,0,493.1,1,0,1,0,0
1,31.0,1,0,86.11,0,1,0,0,1
1,53.0,0,0,85.82,1,0,1,0,0
2,30.0,0,1,29.84,1,0,1,0,0
2,31.0,0,0,24.27,1,0,0,0,1
3,0.92,1,2,85.26,0,1,0,0,1
3,17.0,0,0,12.95,0,1,0,0,1
1,56.0,0,0,114.29,0,1,0,0,1
1,63.0,3,0,9.81,0,1,1,0,0
3,23.0,0,0,11.24,0,1,0,0,1
1,52.0,0,0,68.42,0,1,0,0,1
2,43.0,0,0,11.68,1,0,1,0,0
3,19.0,0,0,6.83,0,1,0,0,1
3,62.0,1,0,12.25,1,0,0,0,1
2,30.0,1,0,9.0,0,1,0,0,1
3,53.0,0,0,8.31,1,0,1,0,0
3,59.5,0,0,8.49,1,0,0,0,1
1,42.0,2,0,21.51,1,0,0,0,1
3,8.0,1,2,31.51,1,0,0,0,1
3,25.0,8,0,24.28,0,1,0,0,1
3,31.0,3,0,11.28,0,1,0,0,1
1,5.0,1,2,81.01,1,0,1,0,0
2,66.0,0,0,12.13,0,1,0,0,1
1,21.0,1,0,129.57,1,0,1,0,0
2,38.0,0,0,9.34,1,0,0,0,1
3,40.0,0,0,31.85,0,1,0,0,1
1,43.0,2,2,64.84,1,0,0,0,1
2,63.0,0,0,28.27,0,1,0,0,1
1,50.0,0,1,98.72,1,0,1,0,0
3,36.0,0,0,7.82,0,1,0,0,1
3,50.0,0,1,76.63,1,0,0,0,1
3,63.0,1,2,27.8,1,0,0,0,1
1,51.0,0,0,80.98,1,0,1,0,0
3,5.0,0,9,28.97,0,1,0,0,1
1,20.0,0,0,22.63,0,1,0,0,1
3,49.0,0,0,9.55,0,1,0,0,1
1,20.0,0,2,112.69,1,0,0,0,1
2,32.0,0,0,7.49,0,1,0,0,1
2,47.0,0,0,15.58,0,1,0,0,1
3,38.0,0,0,30.61,0,1,0,0,1
3,66.0,1,0,77.1,0,1,1,0,0
1,36.0,0,0,28.65,0,1,0,0,1
1,48.0,0,0,91.8,1,0,0,0,1
2,34.0,0,0,11.79,0,1,1,0,0
1,41.0,1,3,143.32,1,0,1,0,0
3,36.0,0,0,8.94,0,1,0,0,1
1,57.0,0,0,25.17,1,0,0,1,0
3,39.0,0,0,6.66,0,1,0,0,1
2,18.0,1,1,26.48,1,0,0,0,1
2,58.0,0,0,6.78,0,1,0,0,1
1,5.0,1,0,180.08,0,1,0,0,1
2,41.0,2,2,30.5,1,0,0,0,1
1,56.0,1,0,32.9,1,0,1,0,0
3,21.0,0,0,13.67,0,1,0,0,1
3,22.0,0,0,11.44,0,1,0,0,1
2,26.0,0,0,7.66,0,1,0,0,1
1,54.0,1,0,67.66,0,1,0,0,1
1,58.0,1,5,26.05,1,0,1,0,0
3,20.0,0,0,6.94,1,0,1,0,0
1,34.0,1,0,29.08,0,1,1,0,0
2,45.5,0,1,14.82,1,0,0,0,1
2,25.0,0,1,6.07,0,1,0,0,1
1,43.0,1,0,27.65,0,1,0,0,1
2,45.0,0,1,14.33,0,1,0,0,1
1,39.0,0,0,88.88,1,0,1,0,0
3,5.0,1,1,33.63,0,1,0,0,1
3,36.0,0,0,24.15,0,1,0,0,1
3,62.0,0,0,5.41,0,1,0,0,1
3,23.0,0,0,6.39,0,1,0,0,1
3,50.0,0,2,81.58,1,0,0,0,1
2,51.0,0,0,11.02,1,0,0,0,1
2,39.0,0,0,7.7,0,1,0,0,1
3,55.0,0,0,7.62,0,1,0,0,1
2,46.0,0,0,29.91,1,0,0,0,1
3,61.0,0,0,28.15,1,0,1,0,0
1,46.0,3,3,30.33,1,0,0,0,1
3,10.0,0,0,6.64,0,1,0,0,1
2,36.0,0,2,29.43,0,1,0,0,1
2,24.0,1,0,25.26,0,1,0,0,1
1,42.0,1,1,209.71,1,0,1,0,0
1,41.0,0,0,548.91,1,0,1,0,0
3,21.0,0,0,9.65,0,1,0,0,1
2,31.0,0,0,10.61,0,1,0,0,1
1,54.0,0,0,140.97,1,0,1,0,0
3,58.0,0,0,29.48,0,1,0,0,1
1,51.0,0,0,50.67,1,0,0,1,0
1,53.0,2,0,28.09,1,0,1,0,0
2,45.0,0,1,29.86,0,1,0,0,1
3,36.0,0,0,11.1,0,1,0,0,1
1,30.0,0,2,10.55,0,1,0,0,1
3,26.0,0,0,10.62,1,0,0,0,1
2,48.0,1,1,11.38,1,0,0,0,1
3,70.0,0,0,27.8,1,0,0,0,1
3,22.0,0,1,8.89,1,0,0,0,1
3,53.0,0,0,9.39,1,0,0,1,0
2,56.0,0,1,11.58,1,0,1,0,0
2,12.0,0,0,27.17,0,1,0,0,1
3,16.0,0,0,9.74,0,1,0,0,1
2,14.0,0,0,10.95,1,0,1,0,0
3,24.0,0,0,8.9,0,1,0,0,1
3,30.0,0,0,10.45,1,0,0,0,1
3,42.0,0,0,9.59,0,1,0,0,1
3,24.0,0,0,10.72,0,1,0,0,1
2,46.0,0,0,8.01,1,0,0,0,1
3,41.0,0,0,10.04,1,0,0,0,1
2,59.0,0,0,25.18,0,1,1,0,0
2,40.0,0,0,7.06,0,1,0,0,1
2,46.0,0,0,66.67,1,0,1,0,0
2,3.0,1,2,26.84,0,1,0,0,1
3,45.0,2,0,64.58,0,1,0,0,1
1,44.0,0,0,31.23,1,0,1,0,0
2,64.0,0,0,5.87,0,1,0,0,1
2,38.0,0,0,6.95,1,0,1,0,0
1,50.0,0,0,97.27,0,1,0,0,1
2,33.0,0,0,26.92,0,1,0,0,1
1,35.0,0,0,111.66,1,0,0,1,0
1,31.0,1,2,72.66,0,1,1,0,0
2,35.0,0,0,9.34,0,1,0,0,1
1,64.0,1,2,129.79,1,0,0,0,1
2,39.0,0,2,26.36,0,1,0,1,0
1,40.0,0,2,30.0,1,0,1,0,0
2,39.0,0,0,11.21,0,1,0,0,1
3,61.0,0,0,10.69,0,1,0,0,1
3,55.0,0,0,7.85,0,1,0,0,1
3,42.0,0,0,25.06,1,0,0,0,1
3,49.0,3,0,7.15,0,1,1,0,0
2,15.0,1,0,22.68,1,0,1,0,0
2,46.0,0,0,26.8,0,1,0,0,1
2,55.0,0,2,7.47,0,1,0,0,1
3,30.0,0,0,23.09,0,1,0,0,1
3,34.0,0,0,26.73,1,0,0,0,1
3,3.0,1,2,15.89,1,0,0,0,1
1,65.0,0,0,23.72,0,1,0,0,1
2,18.0,0,0,8.07,0,1,0,0,1
1,28.0,0,3,92.42,0,1,0,0,1
2,48.0,0,0,11.81,0,1,0,0,1
2,59.0,0,0,6.72,0,1,0,0,1
1,52.0,0,0,21.4,0,1,1,0,0
3,10.0,0,2,26.77,1,0,0,0,1
3,27.0,0,0,12.29,1,0,0,0,1
3,21.0,0,0,6.2,0,1,0,0,1
2,25.0,0,0,6.52,0,1,0,0,1
3,56.0,0,0,57.17,1,0,0,0,1
1,52.0,1,0,146.36,0,1,1,0,0
1,42.0,0,0,207.62,1,0,1,0,0
1,42.0,0,0,59.24,1,0,1,0,0
3,38.0,0,0,10.36,0,1,0,0,1
3,45.0,1,0,33.28,0,1,0,0,1
3,46.0,0,0,7.43,0,1,0,0,1
2,24.0,0,0,14.78,1,0,0,0,1
3,38.0,1,0,14.22,0,1,0,0,1
3,63.0,0,0,8.55,0,1,0,0,1
3,23.0,0,0,9.74,0,1,0,0,1
2,34.0,0,2,31.89,1,0,0,0,1
2,39.0,0,0,6.57,0,1,1,0,0
1,46.0,1,1,70.12,0,1,0,0,1
