,clusters
4702,2
23487,4
811,2
6060,1
10883,3
55966,3
28439,3
38478,3
33850,3
3673,1
22890,4
37975,3
12973,1
33486,4
28294,4
41809,4
6568,2
14521,0
13320,4
26244,3
31057,1
18175,3
29635,0
48044,1
2508,1
20453,0
39225,3
6223,0
15969,2
40718,3
56315,4
27127,4
45484,4
58382,4
10678,3
15352,1
2392,2
21568,3
10912,1
4842,0
32313,0
19314,4
18756,3
47783,3
34865,3
58188,2
22059,0
7507,1
26814,3
49605,3
22437,3
32119,1
32346,0
30601,3
53903,1
22612,4
44139,0
26639,4
2481,3
32517,4
44694,1
54599,2
45022,4
5912,0
38783,4
6556,0
23189,0
28964,0
53445,4
7342,0
4112,4
35148,4
51311,3
23650,3
7179,4
18101,4
49943,4
45240,3
49930,4
57837,4
46983,3
14690,3
3270,2
55569,0
17904,1
1402,3
25439,4
10538,3
45569,2
31157,4
11993,1
43916,4
53443,4
13290,3
39155,0
36538,4
12629,3
22733,0
23672,3
52041,3
3022,4
13443,0
13892,1
45922,0
46509,3
38963,3
38619,4
32416,2
39804,4
57446,3
11082,3
11468,0
22852,0
35591,3
51902,3
29278,3
42261,0
49855,1
12802,4
53822,2
52345,0
20695,3
5050,3
27527,4
40474,4
50719,0
9934,4
28160,0
6183,2
35612,1
30725,3
5495,3
34858,4
51121,4
42896,4
51532,4
51413,3
51824,4
17154,2
33061,2
51931,3
41972,0
34685,0
6308,0
16090,4
9551,3
18372,2
27855,1
14554,4
22053,1
24108,3
30482,4
45982,0
50274,3
47198,4
13201,4
9989,1
34969,4
48615,4
12413,0
55234,4
38628,3
54975,0
15262,4
55341,3
50772,4
53836,3
29223,4
36402,3
1446,0
6434,3
50021,3
10643,3
35985,3
32460,4
33816,4
46007,1
23237,1
32615,1
22771,0
29907,0
43436,3
23108,2
56287,3
11284,3
51906,0
41523,2
37426,4
19872,2
33054,3
3721,1
52703,3
23152,4
11596,4
7623,0
57961,3
39287,3
54618,4
56716,3
21093,4
40888,4
39292,3
19513,0
4732,1
18494,4
37373,3
26084,0
28452,3
46606,0
9449,4
24358,0
1519,3
37959,3
29504,4
23340,3
13086,0
55620,3
35661,3
43648,1
32663,0
39258,2
57247,3
30092,3
57162,4
25275,0
28765,0
11447,3
8310,1
32462,3
30368,0
57872,3
20388,2
49622,0
12495,3
24594,3
3735,0
24846,0
46661,4
55338,4
31756,1
6059,3
17239,4
31106,0
25125,2
47726,3
47859,2
13258,1
16164,2
55152,4
30481,2
7200,2
21941,0
29157,3
11197,0
20287,2
19445,4
49356,0
46555,4
48490,4
5932,0
29520,1
5383,1
29552,4
15655,3
34384,3
37035,4
31025,3
26551,3
32633,4
5888,3
15146,1
5708,2
16609,3
49551,4
10276,0
24710,4
39708,3
17908,4
3338,1
28140,2
8575,0
44790,4
6914,3
43176,1
33944,3
47147,2
38757,3
23016,2
35744,1
10355,3
20552,4
4227,3
26345,3
44006,4
35179,0
47206,3
51479,3
52483,1
39121,3
7487,4
36022,1
54928,4
35402,3
11354,3
27799,3
29285,4
23640,3
11244,4
24792,4
33752,4
13806,4
44313,4
24313,2
18953,2
56569,3
48871,3
41806,3
9911,1
50258,4
9076,0
29154,3
8214,1
2780,1
32072,3
35378,3
42212,4
56023,3
35614,3
31203,3
16888,1
56931,1
10263,4
1767,0
45492,4
42696,4
17029,2
46547,4
31171,3
38078,4
35869,1
57250,1
10800,0
16813,2
5753,3
54504,3
47716,4
2591,2
3948,3
19013,4
31694,3
42469,0
20350,3
30050,3
40717,0
26705,3
15295,3
1849,1
13543,1
32930,3
6260,0
3162,3
33096,3
31571,4
27269,4
23283,2
46460,3
16934,0
31041,2
9416,4
19204,4
48755,1
26337,1
51161,3
22677,2
57936,3
36382,4
24062,4
9554,2
21292,2
43909,2
26620,3
12725,1
54602,3
46028,2
54614,1
10901,3
13376,3
4622,4
29759,2
10824,3
6937,4
10756,3
35890,3
17028,4
17411,3
55347,3
19622,4
34528,3
36844,2
6901,4
31679,4
52684,4
42933,4
58246,3
1017,1
37151,4
31903,0
28650,2
23966,2
27393,3
32244,2
34474,4
29491,1
56782,4
45703,0
43056,1
48429,1
28152,4
39611,4
21425,2
12799,2
32981,3
56608,0
37331,3
49183,2
53915,3
760,3
43310,2
19224,1
18043,3
33649,3
3951,4
36665,0
5831,2
27199,1
56427,3
48030,4
15698,3
26661,4
53536,4
44228,3
37655,1
15261,4
29047,4
41971,1
48957,3
37888,3
21627,3
47924,0
10012,3
20187,0
9528,2
54933,3
41512,1
865,3
28592,0
42164,3
18571,4
40512,4
30561,4
1310,1
58582,1
37049,3
26788,3
626,4
15079,4
22192,3
6728,3
32250,3
1873,4
5440,4
49671,1
21678,3
46853,4
52289,1
50768,3
19429,4
16066,3
17665,1
42890,2
13746,3
3305,3
13420,0
9299,3
31739,2
13769,4
43550,3
7046,1
19077,0
5861,3
31981,2
12649,0
2054,3
53756,1
39775,0
29522,3
39725,4
43999,0
51595,2
31333,0
19236,3
50063,1
42688,4
26145,3
13717,4
35408,0
49861,3
17897,0
13259,4
36605,0
47933,4
17101,3
17136,3
10113,3
48374,2
35040,4
30943,0
30352,4
2229,2
54643,3
15919,1
56353,4
55975,3
53088,4
38278,4
49272,0
16001,1
35477,4
51261,1
8955,4
58583,4
26715,2
45688,4
21059,3
12499,4
3423,1
4549,4
55278,0
53050,3
37098,1
52838,4
20385,0
2109,0
8809,4
36465,4
19540,1
48142,3
55422,4
40648,4
41458,3
48701,2
12224,3
53914,2
28086,3
57414,2
24214,2
10784,0
13725,3
7705,0
22777,4
26254,4
35942,3
40580,3
51587,1
29809,3
26664,2
51108,4
21356,1
30663,1
5591,0
25340,3
27688,4
24007,4
3256,3
6929,1
31782,3
17015,1
27082,1
24371,3
22856,0
37998,0
16398,3
47573,4
54295,4
44351,2
11206,3
8502,4
2740,3
16758,3
24669,0
39323,0
11088,4
33458,0
37884,2
9290,3
24536,0
27742,3
13970,2
11402,0
44857,1
33375,1
1344,4
48236,4
43635,3
56171,3
40558,3
53906,0
42702,1
26561,4
22441,4
31802,3
8469,2
33000,3
8179,1
2181,4
48746,1
10358,0
16256,4
21219,2
25732,3
6008,4
42647,3
49060,3
20979,4
40058,0
17667,3
53437,1
29557,4
22401,4
52608,2
13228,2
15172,1
24750,0
49814,3
15448,0
21246,0
58030,3
52376,3
18975,4
14236,4
55411,4
12064,2
18824,3
3040,3
18628,4
5132,3
39760,3
36885,2
39508,4
54519,0
26809,4
14764,4
17035,3
42595,4
20463,3
21555,3
41717,2
41436,3
23873,3
14455,4
52921,0
52522,4
32445,4
41898,3
45692,4
43163,3
53404,0
20390,4
13617,4
40865,3
53663,1
19241,1
42246,3
9557,3
22189,3
23665,4
20045,0
29532,3
52373,2
16622,4
24014,3
43385,4
24567,3
4699,4
38325,1
47550,0
101,0
49234,0
22894,3
55282,4
7465,0
58597,4
14422,1
16954,2
41897,1
19682,4
8367,3
33246,0
38004,4
12220,4
6815,4
57012,1
56946,3
6226,2
52788,4
31008,1
24492,0
52405,4
49660,4
51744,4
34568,3
46380,3
17257,4
12934,3
36867,1
12201,4
14940,0
33271,3
21078,0
13589,4
41191,1
20902,4
34680,3
4213,4
52178,0
26406,4
15797,4
7772,2
15288,3
20707,3
19058,0
43746,4
37824,0
50819,0
31205,0
11695,4
36851,3
23124,2
28993,4
35802,1
2254,0
41071,3
21992,3
9026,3
50812,3
36662,0
20731,3
51761,4
52124,0
30867,3
11172,1
17944,2
52252,1
15271,2
4807,3
13577,1
8175,4
6442,4
7563,0
18323,1
19776,1
25345,2
16315,3
42514,1
9615,1
28488,0
57477,1
35884,4
22715,2
53,3
41011,4
13629,2
30300,3
7472,2
55165,4
56736,4
12381,4
46412,3
17279,3
2796,0
9828,3
51390,3
55262,0
41911,1
11827,1
26531,2
21,4
18368,3
4270,4
2647,3
32996,0
41210,4
12535,3
28726,0
41868,4
44505,2
52446,0
32983,3
56030,3
41339,3
53371,0
42604,3
21811,4
46188,1
38616,3
36787,3
56458,4
52815,3
17477,4
24380,4
28343,3
14156,3
57824,4
41812,3
19918,0
17925,3
35427,3
12957,2
39504,1
4679,1
50869,4
46869,0
53242,2
48834,1
4428,0
1127,0
58571,3
42777,4
31303,4
37849,3
25866,3
8454,2
13768,4
3089,0
47081,4
39641,3
10496,3
18032,0
1238,3
50901,0
46799,0
25541,3
22614,3
3931,4
7613,3
50484,0
16424,4
917,3
47579,4
46204,1
10920,4
3144,3
33971,1
54409,3
19955,4
834,4
18705,3
20816,3
27433,3
930,3
25389,3
45222,2
55440,0
391,4
25702,4
38561,4
18472,4
33100,3
32307,2
35837,3
49085,0
20118,3
50222,3
34372,3
42323,0
46729,4
7028,4
5251,3
57420,3
13223,4
648,4
42673,4
2922,4
35788,3
23458,3
49184,1
23894,0
58511,1
23903,3
30327,3
35605,2
20280,1
40119,3
24916,2
45493,3
47263,4
23872,4
51317,4
41909,0
37711,3
16584,3
28407,3
2961,3
49927,4
40957,3
42456,4
37399,3
42631,3
10382,0
21750,4
16487,2
25041,3
14427,3
37647,4
54654,1
10238,4
39393,0
43687,0
30057,4
15377,1
13002,3
5549,1
8907,0
27574,4
28102,3
6981,0
44739,2
56415,3
19570,3
30147,4
57520,0
24637,4
18657,3
15967,0
5367,4
21978,3
46628,4
46603,3
12330,3
10004,2
11321,3
48704,2
52029,3
48531,0
56298,4
7435,3
12613,3
55406,1
7355,4
26784,4
58505,3
15977,1
33364,4
19273,4
43552,4
7937,3
23121,3
9421,3
22564,4
9630,0
15442,3
26582,3
27692,3
21672,0
30543,0
30353,4
34477,4
43032,0
11638,2
45074,3
43530,1
38543,3
4122,4
53620,3
36535,4
29615,0
21382,0
37193,4
18236,4
4869,2
28835,4
2116,4
47183,4
3957,4
42553,0
34142,0
25674,4
39356,1
44746,1
3460,3
22055,4
42434,1
8150,3
8176,2
19076,4
9668,3
50919,0
52504,3
5689,0
14472,4
58055,3
47326,0
850,3
57493,4
40573,0
22217,4
46240,0
44405,2
32344,3
8252,3
1825,4
15725,0
43496,0
27582,3
39418,3
21490,3
34872,4
14743,4
19820,4
32333,3
19830,0
6491,0
25995,3
50153,3
15357,2
22309,4
1584,3
30591,4
4139,2
12657,4
29130,3
8705,1
47055,4
30402,2
4774,1
5011,3
55751,3
51776,4
42106,1
19239,3
48315,3
10791,1
8889,0
36432,1
34375,3
10743,2
58439,3
41306,0
22156,4
54812,4
39681,4
429,1
5499,3
31885,3
57450,3
962,3
7256,3
32876,1
56991,3
16357,1
32065,2
4105,1
29059,4
10630,1
33045,0
27467,4
35081,4
56857,3
13707,3
2595,0
20735,4
11613,4
13511,3
40413,3
55078,3
49910,1
34536,4
17650,3
38136,1
51192,3
12349,3
44792,4
7944,3
8507,0
53236,3
23963,2
21120,0
12264,1
956,4
41012,4
24234,4
40543,4
19807,2
21634,4
56101,2
58590,3
12159,3
16240,2
46516,2
3784,3
9850,3
4568,1
41795,3
46003,4
1554,4
36347,4
36523,3
43223,3
27680,1
24099,3
4763,3
2663,0
14692,3
46657,3
43782,1
58286,3
43004,4
28376,3
10442,4
31616,0
16495,3
48000,4
14848,3
33399,3
17786,3
13111,3
35818,4
24217,3
22075,0
39805,0
78,2
26068,4
6089,3
22947,3
3924,1
40699,1
42410,1
24702,2
29096,4
31638,3
33960,3
56473,3
55773,2
1640,0
5545,4
24077,1
53760,3
35633,1
29529,3
56075,0
42143,1
33560,4
36833,3
30310,3
22066,4
7921,4
35205,0
33504,0
58458,4
29418,3
34195,2
255,1
22231,0
12006,3
15244,4
57558,4
62,1
53076,4
49336,3
16055,4
26987,0
50872,0
37720,2
13651,0
45063,4
24365,3
47384,4
16885,1
16919,4
52340,2
54209,3
30066,1
29108,2
51351,2
38721,0
19619,1
31445,1
18479,2
16418,3
23788,1
50813,4
55170,3
47738,3
56599,2
44154,4
30219,4
2487,4
13428,0
11329,1
26156,3
13544,4
10204,3
51838,4
42525,3
29117,3
16399,1
47164,4
40151,0
25846,0
11174,4
13361,3
8101,4
36460,0
49456,4
28126,0
54720,4
35083,3
5821,3
19999,4
4974,3
11169,3
50206,4
13836,3
40838,3
5898,3
32816,4
53334,4
53489,2
34845,4
57416,4
31660,2
33653,1
18517,2
19964,3
33437,4
374,4
87,0
55414,3
18832,4
24265,4
39441,1
41053,2
33083,0
51069,3
27839,0
54632,3
55915,3
50150,1
23426,3
30801,4
43881,1
6016,3
27360,0
52083,3
42124,0
48821,4
52139,1
47481,0
58461,0
37036,4
50891,4
23519,4
14943,0
37925,3
19853,2
27630,0
40102,4
48359,1
5697,2
23607,4
19203,3
6989,4
48041,3
10118,0
22490,4
54254,4
26132,3
657,1
32155,1
23496,3
22902,4
28582,1
43580,4
58612,4
55677,4
28886,2
13082,4
9238,1
52384,3
35058,3
38379,3
56867,3
50240,4
457,0
57559,3
34615,3
48640,0
3268,3
53525,0
54766,3
57750,1
54603,1
11288,4
27461,2
20679,2
44549,4
56940,0
34571,4
10679,4
5790,4
50429,3
39178,1
41385,3
7251,0
54577,3
58572,3
23352,2
30620,1
12356,3
21367,0
41956,4
29230,1
6489,4
24922,0
7571,3
34359,1
2352,4
1636,3
3515,1
19939,0
41664,2
40404,2
34720,3
16011,4
30876,0
32343,0
6505,0
12708,3
42490,3
13349,3
57830,0
43766,0
4640,0
40057,4
51589,1
10709,4
18626,4
2528,3
30495,3
11271,0
2425,0
52622,4
25276,3
2187,0
36729,3
14691,1
17680,2
55270,4
5686,4
41981,1
53430,3
9869,1
28288,3
14877,1
52440,1
27847,4
29472,4
29193,0
46457,4
721,2
23866,4
48685,3
48411,3
54760,3
20166,0
51039,3
37966,3
54938,0
9578,3
21252,4
22741,0
56881,0
43669,3
21154,3
13912,3
55708,1
22271,1
57409,3
41428,3
15807,3
38463,1
19097,4
28265,4
24572,1
29793,3
1735,0
8981,3
58168,4
57340,1
20357,1
42112,3
16328,3
31410,3
33007,3
56563,4
34042,3
42500,4
15953,3
54484,3
39331,3
37851,3
1012,0
29645,3
56155,4
46467,4
32575,4
36896,0
55208,3
5662,3
34771,1
26056,0
36014,4
23825,1
3638,4
35879,0
5504,3
26866,3
26063,3
52471,1
15003,4
3339,4
786,1
42901,4
5945,1
510,3
8169,0
48029,0
29156,3
6457,0
20852,0
57140,4
17842,0
31866,0
46249,1
9253,0
26507,3
13869,3
56177,1
44413,1
33990,1
37336,3
5934,3
26662,3
31081,0
3451,4
32432,3
7418,0
57927,3
19310,0
6158,4
19422,3
40729,1
1998,3
42043,1
12627,1
51779,2
11113,3
3767,3
10490,4
6316,4
40304,3
41294,3
51958,1
26348,4
41457,4
39346,1
7169,2
7285,0
28267,3
28810,3
30041,2
22220,3
31787,0
45380,4
4143,3
9151,0
56760,4
49795,3
8024,0
39091,2
22483,4
37241,4
9044,0
37291,3
10855,1
20217,2
37990,4
56799,3
7748,3
12235,3
18681,4
44055,0
52463,4
35816,1
48722,3
27922,4
15379,4
25063,4
32300,3
6913,2
54518,3
3182,4
8378,2
49562,3
49680,2
29467,3
55356,3
40743,3
46678,2
36513,2
8561,1
15225,4
33304,0
8400,0
15251,4
32058,3
18647,4
2121,4
55854,0
750,4
6834,3
20675,4
33140,3
13510,4
9255,3
49054,1
43714,2
36777,3
53232,0
3409,4
904,3
8279,2
6422,4
51272,3
18140,1
36111,1
35310,3
18168,3
49532,3
46195,2
12066,1
56286,4
1507,2
33561,4
13306,4
30287,3
53855,4
19770,0
3530,4
10427,4
9351,1
56619,4
9358,0
13180,1
27780,3
9742,3
26915,2
53942,1
40376,1
5782,3
36360,3
46078,3
40361,0
10069,2
514,3
4828,4
45485,3
35787,4
33350,2
38846,3
1447,3
21746,4
41907,4
26742,4
14423,3
2665,0
25642,3
37100,3
26549,4
17191,2
50056,3
37658,3
3387,1
6891,1
33295,0
38338,4
6224,4
20886,1
785,3
553,0
9649,4
35144,3
6726,4
32604,3
7315,3
18260,4
37088,3
32672,1
34979,4
5845,2
21770,4
23357,0
256,2
24038,1
21480,3
39412,3
13837,1
33383,3
32154,2
14160,3
55354,2
37722,0
58301,4
43137,1
142,0
7334,3
1335,2
19857,4
37278,0
37786,3
58145,3
15184,4
29054,4
4900,3
52443,2
8791,0
34606,1
47459,4
40601,0
33810,0
30218,3
18393,2
27518,4
6370,1
8298,0
29489,3
24402,4
48696,3
352,4
26727,1
28687,1
19606,1
48512,4
49565,4
30373,3
11774,0
52805,0
56868,3
37344,3
46433,1
29066,1
56462,3
44890,0
45413,4
14089,4
30577,4
42729,0
2562,4
32063,3
37899,0
12776,3
49462,0
1715,3
29803,0
25533,4
17394,4
31904,3
43833,4
38756,4
15103,0
54170,4
57484,3
44676,3
13338,2
14012,3
40934,2
34153,4
34149,0
4967,0
54341,3
30596,0
49973,0
46048,1
29197,1
34294,2
7043,4
13381,0
12632,2
41098,3
32725,3
12481,0
6142,3
20222,2
15875,3
36992,3
48144,0
46808,2
33499,4
57791,2
12795,3
27526,3
45719,1
32026,3
40511,3
944,0
30283,4
11049,3
23751,3
45350,0
49831,4
41641,3
5371,3
7548,1
33338,4
18325,3
30769,2
22259,3
14935,4
37848,4
31196,4
31955,2
56672,4
484,3
47282,4
31015,3
9508,1
7568,2
7223,3
23366,0
5645,3
2313,1
7269,0
29869,3
34236,3
24390,3
4525,1
31596,1
11047,3
15548,4
29081,1
31760,4
3012,0
51237,0
43408,4
27219,4
4256,3
19722,0
50327,4
28501,3
17288,3
35987,3
36961,0
33567,4
34835,2
29805,4
7502,1
27201,2
23504,4
41976,3
39463,0
30371,4
14198,3
41152,1
19180,0
38859,4
887,4
5261,3
22385,4
32291,4
33172,0
8636,4
51268,0
15328,4
56518,1
17844,4
37644,3
41906,2
35861,1
43439,1
13859,4
51410,3
6843,3
47592,1
15589,4
12311,4
7370,4
31974,1
52687,2
27869,4
54380,1
18810,4
48547,2
39857,3
2650,1
55639,4
3594,0
25448,4
742,3
35252,3
31206,3
42027,2
27053,4
12536,3
24456,3
20909,3
25226,2
29495,3
26079,0
55303,3
57871,2
33124,0
44619,0
30895,3
4321,4
58414,4
36191,0
51969,0
42794,3
31964,0
7900,4
26116,3
18508,0
48503,4
13,0
42266,4
42719,4
7577,0
28786,0
26,4
35901,4
30081,1
17988,1
45072,3
27811,0
51169,4
36262,4
567,0
7612,4
47086,3
17330,3
6178,3
11600,0
55694,2
260,3
4648,3
5609,4
8555,3
10236,0
16160,4
57374,4
24645,1
49739,3
53105,3
44962,3
4883,3
16683,0
39651,1
30921,3
44004,0
6651,0
41151,4
58235,1
38271,3
14799,1
53455,1
12623,0
49592,4
2025,1
45319,0
42915,0
19566,0
11842,4
15282,0
18063,3
2901,3
44515,2
29494,0
49935,1
47229,3
6652,1
11040,4
38316,1
38974,3
4712,1
13967,0
16869,3
54827,3
25153,1
43290,4
58186,2
31493,4
19951,4
44712,3
33863,3
25554,3
33884,0
8865,3
23026,0
46687,0
40767,3
3030,0
20882,4
29037,4
17885,3
13646,3
5500,0
43532,2
8975,1
15258,4
52985,4
53094,0
12624,4
29111,0
37299,0
40951,4
7588,4
30411,1
3138,2
7462,4
7123,4
1225,2
50445,4
11479,4
14916,2
21538,4
32219,3
50353,3
1420,4
31216,0
31539,3
10985,1
18771,3
42403,1
44854,1
54446,1
39286,4
13159,1
45513,3
48929,1
14701,1
11066,4
22869,3
45562,4
27388,4
31996,3
37343,0
11077,3
33,1
52929,0
52740,4
36822,0
3343,0
30779,4
6648,4
31011,2
22251,1
55922,3
20708,3
17100,3
19970,4
13561,4
12503,4
50320,2
47131,1
44531,3
6900,3
42033,4
17356,4
46445,4
3917,1
15842,3
18574,0
58131,4
38194,4
57315,4
36925,4
33235,3
34597,4
30,3
47828,2
27245,4
39894,1
11165,2
46304,4
41549,3
21134,3
43606,4
11537,3
10841,4
52415,0
23738,1
23740,3
48096,0
28012,0
4416,0
26607,2
29131,3
8398,2
15093,3
14146,3
48686,3
28455,3
22242,3
38276,0
19489,0
37673,1
4544,2
31113,1
58402,4
33565,1
36339,1
41055,3
43806,3
5133,3
24647,4
10992,3
10808,4
9858,3
1379,3
50113,4
46752,3
24538,4
10383,2
38427,3
801,1
8028,4
42000,0
27569,3
57126,0
42775,0
3036,0
53610,4
39433,3
21051,4
54925,1
57542,0
6105,1
37580,0
36532,3
46824,3
42530,4
46769,0
29619,3
15945,3
16677,2
41629,2
30850,4
40052,0
11812,4
38746,4
12904,4
35460,2
22929,4
46057,4
1870,1
34578,1
27885,3
19038,0
3974,2
29221,3
50833,3
47720,4
35430,4
38865,0
48308,4
28809,4
41149,4
8316,0
16213,4
57525,0
48004,2
44135,0
42207,3
21763,3
52430,2
25519,3
42392,4
33108,4
37702,3
21655,2
14925,3
37216,4
48555,0
43025,0
51938,3
48372,4
57957,0
3263,2
41102,4
14650,4
17385,4
22618,4
47565,3
40250,4
18785,4
45958,3
36762,2
54175,3
42095,0
55772,1
15930,3
21698,3
34118,1
57407,3
952,1
40127,4
22031,4
48644,4
12340,4
31887,4
37696,0
58192,4
45363,4
1879,0
11536,0
27065,2
49871,4
3261,3
49783,0
48708,1
25820,1
6912,0
15158,4
50538,4
27095,0
14760,0
43150,3
51732,4
2339,4
8834,3
29737,4
19098,2
35416,3
13164,4
7835,3
7899,4
49813,3
3827,4
330,4
36145,3
50578,4
6897,3
12863,1
2325,3
25436,2
9414,3
23539,3
29413,0
12225,3
5613,3
35502,4
14387,1
58641,0
5373,3
3720,2
46447,3
27865,0
14345,4
50603,3
48117,3
6518,3
4046,3
51670,2
57540,0
25377,4
45651,1
13305,4
14182,3
42796,3
37169,3
50458,4
44570,1
27428,0
25179,0
40339,4
20820,3
14384,3
29343,1
12986,1
44289,3
1177,4
39482,0
45573,3
45207,3
55409,0
39242,1
32005,4
36499,4
42335,3
14371,4
32369,3
5471,1
14126,1
44401,4
26173,0
57802,4
32400,0
29760,4
31838,4
48963,2
40950,1
17970,4
22208,1
49199,3
58059,4
54915,3
19824,1
39911,3
25294,4
7860,0
51676,2
2026,3
396,1
52674,3
38549,3
31788,0
16864,1
30492,3
35346,4
29799,3
47324,4
50287,4
17234,0
15155,1
53122,0
42484,3
31661,2
41673,3
32426,0
11930,4
36767,2
56226,2
23793,4
14918,4
24360,0
35073,1
19524,2
16797,4
49393,3
10844,4
8876,3
17080,2
26618,0
45446,4
9876,3
18638,0
57056,3
48205,0
49757,4
37987,3
33769,0
21956,3
11543,3
1843,3
17070,4
51355,4
49020,4
41835,1
24899,3
38564,1
9531,3
12736,3
9385,4
27289,3
53657,0
7856,3
33098,1
1525,3
53703,0
12017,3
38769,4
48483,1
2537,0
18373,3
26796,1
57778,3
19928,0
27700,0
1232,1
50471,3
9163,3
30885,2
37251,1
9541,0
41966,4
43813,3
9856,3
36201,1
13337,0
5682,3
42941,1
46310,4
7720,3
2268,1
1347,4
2088,3
54638,4
13414,0
12424,0
52279,4
35162,4
24355,3
39405,4
25126,3
43738,3
36023,3
50879,0
6093,4
27743,3
21856,1
27772,3
37079,0
21482,0
47071,3
58367,3
29144,0
48741,0
21163,3
11898,3
20174,4
50362,3
22939,2
11445,3
48604,3
27958,3
16716,1
42385,3
54529,3
51118,4
23185,3
48303,4
49742,4
43345,4
57503,3
54953,3
25005,3
51199,0
37788,4
33671,0
39866,4
43638,4
7364,3
16761,4
16669,0
16395,4
37013,4
2131,4
56267,3
46414,3
2472,3
7910,1
670,3
33876,4
44873,0
29406,4
34491,3
23226,1
8,1
48328,3
37244,3
12125,1
6182,0
20109,3
6237,1
18748,1
32122,3
18123,3
23260,3
32506,2
28392,4
39745,3
19033,3
404,2
35970,4
47073,3
26658,0
20097,4
25446,2
26408,4
28238,4
49125,0
57733,4
12514,3
2547,3
54983,2
42671,0
238,0
11776,0
25035,3
25827,4
47436,3
17555,3
20604,3
47615,0
9657,2
8194,2
10347,3
10057,3
46065,4
10227,3
37942,2
54957,1
30740,4
49124,2
11051,1
37340,3
43961,3
16642,0
29848,3
3903,4
46070,4
26483,3
18778,1
36720,3
45889,4
31104,3
20553,4
55233,4
2488,1
53821,1
825,3
11295,1
33576,3
35330,3
9604,3
15476,0
13091,3
58429,4
29067,2
48948,3
29020,3
51610,0
4615,3
25881,4
11392,3
36463,1
40892,3
27345,4
16995,4
23947,3
12918,3
46831,0
28018,1
34192,1
51402,2
27032,4
45867,3
35926,1
43130,4
39959,2
50566,3
39227,3
7085,3
10511,1
28574,4
24191,3
53555,2
53504,4
40841,3
15922,2
10178,4
10005,3
11949,3
42030,3
47461,1
14163,4
2943,3
16889,3
46949,1
4966,4
21888,3
33856,4
44665,1
51061,1
38533,0
34306,0
8319,0
36056,3
23084,1
17694,3
35163,1
26800,2
53139,4
595,4
13004,3
58494,1
19508,0
53691,2
43423,1
20859,3
44434,2
8177,4
53095,1
17705,4
7777,3
13014,1
48307,4
57309,4
55743,4
51008,3
35244,0
17881,1
14885,1
43747,4
5233,4
13720,4
22302,4
44429,2
1982,4
16633,3
36606,0
45735,0
36034,4
22658,3
12363,4
19670,0
43095,1
16442,2
55651,3
35462,4
18522,1
4838,4
42395,0
7450,2
1795,4
49195,1
1364,0
27271,0
28109,4
5068,2
35215,4
52261,4
19042,4
56606,2
35487,0
5341,2
33692,1
56633,3
31368,0
24537,4
43754,3
53025,4
19613,3
47376,3
9323,4
44730,3
16712,0
21636,4
5291,0
36834,3
16672,0
35538,0
14555,0
44136,2
50510,3
2380,4
5826,4
40887,3
297,0
48565,2
36327,3
9994,4
44945,3
33581,3
38892,3
52156,0
14157,4
43728,2
18865,2
11694,1
14975,1
30729,1
48664,3
45604,0
43673,0
26995,2
19574,1
3549,0
3525,4
49035,0
12350,4
17878,3
57628,3
43793,4
21889,4
50469,2
37778,3
56927,3
10606,0
50692,4
23768,4
28693,2
46618,4
4771,4
36241,1
55707,4
32919,2
55309,3
31649,3
17131,3
33978,1
47909,0
4616,3
40009,4
2593,2
24124,0
247,3
38677,0
53362,4
39414,3
47129,2
44221,3
32974,2
42904,1
13591,0
6958,0
31934,4
14299,4
8470,4
16754,1
7104,1
55076,4
54633,0
32048,3
25298,1
15169,4
3665,1
25745,4
41955,4
47942,3
34890,3
37204,0
55739,2
4588,4
34584,4
15488,3
3224,3
29591,3
53241,2
21456,1
13860,1
29253,4
28465,2
49888,0
1459,2
14102,0
41694,4
33790,1
17617,4
29188,3
27249,3
55180,0
52336,4
10060,0
49244,3
55057,4
17212,1
33335,4
10288,4
26463,1
23306,3
21353,1
3829,0
43349,3
35084,1
12292,1
45418,3
6075,4
49345,3
24743,0
26484,0
16929,1
56190,3
2924,0
32599,4
49625,4
41442,3
25746,4
56910,4
11167,3
3399,1
52698,3
2507,3
37639,3
27798,4
34493,0
38713,3
19279,3
22911,3
16489,4
26477,0
1231,0
52260,4
6543,1
50687,3
58049,3
40609,2
17270,3
22895,0
54313,1
23191,2
1075,4
9294,3
11490,3
41689,4
892,1
49066,3
6006,2
39768,3
17589,0
57008,0
10098,3
24032,3
28755,3
52427,3
29470,1
7916,3
10522,4
27864,4
804,3
52709,3
48840,2
33953,2
51935,1
57336,3
33747,4
15152,1
49429,3
13953,4
58321,3
24797,0
35032,3
48825,1
9901,3
14643,2
16096,3
53753,3
19161,3
46615,3
30321,0
4334,4
42677,3
49929,4
18304,0
55365,0
44341,0
52031,4
45075,0
55574,4
11561,0
6130,0
22779,1
9371,3
32823,3
1007,3
45631,4
58084,2
16010,4
47746,0
40958,1
22147,3
41402,3
9664,2
38502,3
53284,3
16202,4
58412,4
55119,4
49443,3
50450,4
17687,1
10215,0
51056,4
20673,2
13934,4
26055,1
33557,2
17060,4
47060,1
5252,4
10750,3
48536,0
35808,1
40257,1
27871,1
53066,4
45720,2
48454,3
54926,4
36245,3
27098,2
44779,4
7565,4
19588,3
37909,2
14556,0
29411,4
55316,3
55832,4
33454,3
