,person_age,person_income,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,home_own,home_mortgage
29414,31,60000,3.0,-0.2362778376648724,6000,7.51,0.1,0,9,0,1
52390,24,65000,1.0,0.08069432625986454,10000,10.68,0.15,0,3,0,0
37067,38,60000,6.0,-0.34124694318944354,7000,9.99,0.12,0,14,0,1
13862,23,50000,4.0,-0.34124694318944354,6400,7.88,0.13,0,2,0,0
6389,47,160000,2.0,-0.26697081618436225,15000,11.58,0.09,0,15,0,1
2150,32,68004,16.0,0.08069432625986454,6000,11.86,0.09,0,9,0,1
2742,29,120000,3.0,0.08069432625986454,10000,6.92,0.08,0,8,0,1
41116,29,90000,4.0,-0.34124694318944354,10000,7.49,0.11,0,7,0,1
58015,23,51000,7.0,0.31837825526225194,12000,14.26,0.24,0,4,1,0
7203,28,36000,0.0,0.31837825526225194,12000,12.53,0.33,1,6,0,1
38631,29,44000,2.0,-0.26697081618436225,8000,9.63,0.18,0,10,0,0
10059,37,60000,2.0,-0.26697081618436225,6000,10.59,0.1,0,11,0,0
1259,29,42000,3.0,-0.26697081618436225,10800,13.47,0.26,1,9,0,0
42492,43,50000,0.0,-0.2362778376648724,7500,11.49,0.15,0,14,0,0
55479,34,120000,6.0,0.08069432625986454,30000,9.99,0.25,0,6,0,0
32796,32,60000,3.0,0.4841067276764486,12000,5.79,0.2,0,6,0,0
4054,29,45000,2.0,0.4841067276764486,7000,12.98,0.16,0,8,1,0
52225,23,50000,7.0,0.31837825526225194,5000,9.99,0.1,0,4,0,1
18521,25,30000,0.0,0.08069432625986454,8000,15.62,0.27,1,2,0,0
12490,23,70000,4.0,0.31837825526225194,8000,14.46,0.11,1,3,0,0
20578,24,91800,4.0,-0.26697081618436225,10000,16.32,0.09,1,2,0,0
14381,36,54000,3.0,-0.26697081618436225,5000,16.49,0.09,0,15,0,0
52081,23,24996,0.0,-0.34124694318944354,7000,11.89,0.28,0,2,0,0
47533,23,60000,5.0,0.31837825526225194,14000,13.49,0.23,0,4,0,0
58280,22,30000,2.0,0.4841067276764486,6000,11.86,0.2,0,2,0,0
27317,37,59000,0.0,0.31837825526225194,5400,13.99,0.09,0,15,0,0
56343,22,50000,6.0,0.31837825526225194,7500,12.69,0.15,0,2,0,0
15139,22,110000,2.0,-0.34124694318944354,5000,10.99,0.05,0,2,0,0
20741,24,60000,3.0,0.31837825526225194,7000,10.59,0.12,0,4,0,0
28322,22,50000,1.0,-0.34124694318944354,7500,10.59,0.15,0,2,0,0
8938,36,80000,3.0,-0.2362778376648724,3000,7.9,0.04,0,11,0,0
47362,24,40000,5.0,0.4841067276764486,8000,8.94,0.2,0,2,0,0
31439,33,96000,1.0,0.4841067276764486,6000,14.79,0.06,0,10,0,1
27945,22,78000,2.0,0.4841067276764486,14000,9.63,0.18,0,3,0,1
28585,35,150000,19.0,0.4841067276764486,21000,11.99,0.14,0,10,0,1
44292,24,102000,8.0,-0.2362778376648724,6000,12.21,0.06,0,4,0,1
15124,22,46000,4.0,-0.26697081618436225,16000,11.71,0.36,0,2,0,0
1455,23,54000,4.0,0.08069432625986454,8000,13.23,0.15,0,3,0,0
53950,29,57000,12.0,0.4841067276764486,2400,5.99,0.04,0,10,0,1
57938,33,36000,5.0,-0.26697081618436225,15000,18.67,0.42,0,5,0,0
9432,28,68000,5.0,0.08069432625986454,14150,15.62,0.21,1,7,0,1
749,24,70000,0.0,-0.34124694318944354,9500,8.07,0.14,0,4,0,0
50896,22,35000,3.0,0.4841067276764486,3600,7.68,0.1,0,3,1,0
50000,35,120000,0.0,0.31837825526225194,20000,11.36,0.17,0,9,0,1
47200,29,89523,13.0,0.4841067276764486,3000,10.65,0.03,0,6,0,0
10619,30,42000,2.0,0.31837825526225194,5000,12.18,0.12,0,7,0,0
5249,29,52273,13.0,0.31837825526225194,5000,11.26,0.1,0,5,1,0
20046,32,45000,0.0,-0.34124694318944354,6000,6.99,0.13,0,9,0,0
549,25,49270,9.0,-0.2362778376648724,10000,13.22,0.2,1,4,0,0
30504,38,130000,7.0,-0.34124694318944354,7500,10.99,0.06,0,11,0,1
20054,30,65000,4.0,0.31837825526225194,8000,12.69,0.12,0,9,0,0
8104,23,49000,7.0,0.08069432625986454,10000,7.88,0.2,0,2,0,0
16369,24,60000,1.0,0.4841067276764486,2400,10.99,0.04,0,2,0,0
52901,26,85000,12.0,-0.26697081618436225,7100,7.14,0.08,0,2,0,1
19837,23,71000,4.0,-0.34124694318944354,4200,15.27,0.06,1,3,0,0
30022,27,38400,3.0,0.31837825526225194,3500,11.86,0.09,0,10,0,0
45198,23,155000,7.0,-0.26697081618436225,8000,5.79,0.05,0,2,0,1
54081,32,50000,3.0,-0.34124694318944354,5000,10.0,0.1,0,9,0,0
36687,22,50000,6.0,0.31837825526225194,4800,7.88,0.1,0,2,1,0
31815,24,73000,8.0,-0.26697081618436225,12000,7.29,0.16,0,2,0,1
54590,22,95000,4.0,0.31837825526225194,15000,7.9,0.16,0,3,0,1
50011,35,150000,2.0,0.4841067276764486,24000,12.23,0.16,0,8,1,0
56901,29,129996,0.0,0.08069432625986454,25000,10.75,0.19,0,6,0,0
29517,25,28800,2.0,0.31837825526225194,6000,7.9,0.21,0,4,0,0
16254,22,50000,4.0,0.31837825526225194,6000,5.42,0.12,0,2,0,0
51616,33,60000,4.0,-0.34124694318944354,6000,14.35,0.1,0,5,0,1
30489,28,65000,12.0,-0.2362778376648724,6500,6.03,0.1,0,7,0,1
19497,24,110000,2.0,0.08069432625986454,12000,7.88,0.11,0,2,0,1
7516,24,50000,5.0,-0.26697081618436225,10000,6.54,0.2,0,4,0,1
10706,25,42000,9.0,-0.34124694318944354,8000,11.49,0.19,0,2,0,0
30442,23,50000,0.0,0.31837825526225194,7000,10.0,0.14,0,2,0,1
23577,22,50000,3.0,-0.34124694318944354,22000,7.49,0.44,0,2,0,0
45943,22,70000,6.0,0.31837825526225194,6000,6.92,0.09,0,4,0,1
30874,28,54000,0.0,-0.26697081618436225,12000,14.22,0.22,1,6,0,0
52797,35,130000,3.0,0.4841067276764486,7000,13.49,0.05,0,9,0,0
17719,48,60000,0.0,-0.34124694318944354,3600,9.91,0.06,0,16,0,0
47886,25,30000,4.0,0.31837825526225194,4000,7.9,0.13,0,4,0,0
55790,21,18000,0.0,-0.26697081618436225,1000,14.72,0.06,1,4,0,0
30513,23,35000,7.0,-0.34124694318944354,10000,7.51,0.29,0,4,0,0
3994,33,115000,4.0,-0.26697081618436225,6500,7.29,0.06,0,9,0,0
19355,23,28000,2.0,0.31837825526225194,6000,12.99,0.21,1,4,0,0
31341,26,46000,11.0,-0.34124694318944354,15000,17.27,0.33,0,3,0,1
12395,25,90000,3.0,0.4841067276764486,16000,11.12,0.18,0,3,0,0
36600,23,42000,2.0,0.31837825526225194,3000,7.29,0.07,0,3,0,0
8295,28,80000,12.0,0.4841067276764486,7000,5.42,0.09,0,10,0,1
52725,23,90000,0.0,0.08069432625986454,15000,10.25,0.17,0,2,0,1
22103,23,63000,2.0,0.08069432625986454,15000,13.47,0.24,0,2,0,1
41092,24,29120,3.0,0.4841067276764486,3000,8.94,0.1,0,2,0,0
35620,22,52000,6.0,0.31837825526225194,14000,10.65,0.25,0,3,0,0
31823,24,90000,8.0,-0.2362778376648724,8000,9.32,0.09,0,2,0,1
5886,24,50000,0.0,-0.26697081618436225,12000,7.66,0.24,0,4,0,0
46590,36,72000,4.0,-0.2362778376648724,2500,13.35,0.03,1,11,0,1
53415,24,75000,5.0,0.4841067276764486,11000,6.03,0.15,0,4,0,1
19844,23,45000,4.0,0.08069432625986454,14000,12.99,0.31,0,3,0,0
46301,37,50000,8.0,-0.26697081618436225,6000,13.79,0.12,1,12,0,0
32814,31,30000,1.0,-0.2362778376648724,11000,7.9,0.37,0,9,0,0
2102,25,30000,3.0,-0.26697081618436225,5000,10.99,0.17,0,2,0,0
25107,26,30000,4.0,-0.26697081618436225,5000,8.9,0.17,0,2,0,0
9168,36,60000,0.0,-0.26697081618436225,15000,14.65,0.25,1,13,0,1
48949,25,130000,9.0,-0.2362778376648724,18000,12.98,0.14,1,2,0,1
26652,23,90000,0.0,0.4841067276764486,10000,12.61,0.11,0,2,0,1
30824,38,60000,2.0,-0.26697081618436225,14000,15.27,0.23,1,13,0,0
39566,22,46800,0.0,0.31837825526225194,2800,9.99,0.06,0,3,0,1
49038,23,26000,5.0,0.08069432625986454,15000,9.63,0.05,0,2,1,0
28098,25,59000,5.0,-0.34124694318944354,5000,7.14,0.08,0,3,0,1
9326,24,50000,5.0,-0.34124694318944354,10000,7.88,0.2,0,3,0,0
41839,32,70000,4.0,-0.2362778376648724,20000,14.91,0.29,1,10,0,0
5180,31,65000,2.0,-0.26697081618436225,13500,10.99,0.2,0,7,0,0
15543,22,39000,1.0,-0.26697081618436225,4000,14.61,0.1,1,3,0,0
20844,29,90000,4.0,-0.2362778376648724,10000,6.99,0.11,0,9,0,1
12223,23,105000,8.0,0.31837825526225194,10000,9.88,0.1,0,2,0,1
44110,24,60000,1.0,-0.34124694318944354,3000,12.87,0.05,0,4,0,0
57339,40,39500,1.0,-0.34124694318944354,5600,7.9,0.14,0,15,0,0
50577,24,100000,8.0,-0.34124694318944354,25000,9.91,0.25,0,2,0,1
22443,24,115000,3.0,0.4841067276764486,5000,11.86,0.04,0,3,0,1
19226,22,60000,6.0,0.08069432625986454,4000,12.99,0.07,1,2,0,1
43373,28,43000,4.0,-0.26697081618436225,8000,11.11,0.19,0,7,0,0
55104,35,54000,0.0,-0.2362778376648724,8000,11.11,0.15,0,9,0,0
4760,26,54566,9.0,-0.34124694318944354,6000,6.76,0.11,0,4,0,1
35766,23,48000,7.0,-0.26697081618436225,7000,7.14,0.15,0,2,0,1
51978,22,50000,5.0,0.08069432625986454,8000,15.62,0.16,0,3,0,1
24250,29,87000,2.0,0.31837825526225194,20000,11.36,0.23,0,9,0,0
16266,31,60000,4.0,-0.26697081618436225,7000,6.03,0.12,0,10,0,1
30554,24,180000,6.0,0.4841067276764486,10500,9.99,0.06,0,2,0,0
1122,24,72000,6.0,0.08069432625986454,5000,6.54,0.07,0,2,0,1
2099,30,50000,14.0,-0.2362778376648724,15000,5.99,0.3,0,7,0,1
46454,26,33000,1.0,-0.26697081618436225,7100,15.65,0.22,1,2,0,0
51883,22,90000,3.0,-0.26697081618436225,8000,5.42,0.09,0,3,0,1
54150,21,85000,5.0,0.31837825526225194,8000,6.62,0.09,0,4,0,1
13867,33,35496,3.0,-0.34124694318944354,5000,12.53,0.14,0,6,0,0
9674,24,41916,2.0,-0.26697081618436225,7000,10.36,0.17,0,3,0,0
2600,38,75000,6.0,-0.34124694318944354,15000,7.51,0.2,0,14,0,1
36108,24,90000,8.0,-0.26697081618436225,20000,10.38,0.22,0,2,0,1
17695,28,110000,12.0,0.4841067276764486,4800,7.74,0.04,0,9,0,1
54448,23,42000,4.0,0.31837825526225194,8400,7.88,0.2,0,3,0,0
17466,22,47000,0.0,0.31837825526225194,13000,8.49,0.28,0,3,0,1
4837,29,85000,1.0,0.08069432625986454,35000,7.9,0.41,0,10,0,0
39363,26,24000,1.0,-0.2362778376648724,10000,15.58,0.42,1,4,0,0
34179,25,150000,5.0,0.31837825526225194,15000,12.18,0.1,0,3,0,1
46338,34,49000,2.0,0.08069432625986454,7000,11.99,0.14,0,7,0,1
38443,37,78000,0.0,-0.34124694318944354,12000,16.0,0.15,1,12,0,0
50697,33,52256,7.0,0.4841067276764486,4400,16.49,0.08,0,5,0,0
47299,31,80000,5.0,0.4841067276764486,15000,11.49,0.19,0,8,0,1
45832,29,84000,6.0,0.4841067276764486,10000,14.96,0.12,1,9,0,1
56256,23,50000,5.0,-0.34124694318944354,4000,7.49,0.08,0,3,0,1
28856,27,130000,0.0,-0.2362778376648724,7500,12.98,0.06,0,8,0,1
24573,36,100000,0.0,-0.26697081618436225,12000,7.14,0.12,0,17,0,1
13687,27,43000,5.0,-0.26697081618436225,10000,9.99,0.23,0,6,0,0
51545,22,51600,3.0,-0.34124694318944354,6500,10.65,0.12,0,3,0,0
21325,41,60000,7.0,0.08069432625986454,2000,7.9,0.03,0,17,0,1
33187,22,38000,0.0,0.31837825526225194,8500,5.42,0.22,0,3,0,0
39935,23,30000,4.0,0.31837825526225194,3350,7.49,0.11,0,3,0,0
48739,32,32000,0.0,0.08069432625986454,8000,16.29,0.25,0,5,0,0
35954,23,45000,2.0,0.4841067276764486,10000,13.16,0.22,1,4,0,0
44265,26,95004,10.0,0.31837825526225194,31000,10.95,0.32,0,3,0,1
528,31,58000,2.0,-0.26697081618436225,3000,5.42,0.05,0,6,0,1
6077,30,85000,2.0,0.4841067276764486,12000,15.23,0.14,0,7,0,1
31531,32,75000,3.0,-0.2362778376648724,20000,13.49,0.27,0,7,0,0
2937,21,50000,5.0,-0.34124694318944354,5000,15.31,0.1,1,4,1,0
47387,23,125004,7.0,0.31837825526225194,24000,9.25,0.19,0,3,0,0
56419,25,30000,4.0,0.4841067276764486,9000,7.29,0.3,0,4,0,0
21374,27,60000,7.0,-0.26697081618436225,5000,7.75,0.08,0,6,0,1
11683,24,52800,3.0,-0.26697081618436225,4800,10.75,0.09,0,4,0,0
16666,22,50000,6.0,0.31837825526225194,6000,6.76,0.12,0,3,0,1
48548,24,35000,4.0,0.31837825526225194,5000,15.99,0.14,0,3,1,0
52722,22,60000,6.0,0.08069432625986454,1500,10.25,0.03,0,4,0,0
52789,23,36000,7.0,0.4841067276764486,7200,10.99,0.19,0,2,0,1
21805,26,59196,10.0,-0.34124694318944354,17500,10.0,0.29,0,3,0,1
30789,36,54000,0.0,-0.26697081618436225,16000,14.61,0.3,1,12,0,1
2798,24,250000,7.0,-0.34124694318944354,28000,10.65,0.11,0,4,0,1
6022,36,52000,5.0,-0.34124694318944354,7000,7.29,0.13,0,16,0,0
33505,30,48000,0.0,0.08069432625986454,10000,10.59,0.21,0,6,0,0
31884,39,80000,0.0,0.4841067276764486,16000,11.83,0.21,0,14,1,0
13998,28,60000,6.0,-0.2362778376648724,5000,5.42,0.08,0,9,0,1
53419,25,40000,6.0,-0.26697081618436225,5000,7.14,0.13,0,2,0,0
56382,29,48000,1.0,0.31837825526225194,6000,10.38,0.13,0,6,0,0
6188,22,75000,3.0,-0.2362778376648724,15000,11.71,0.2,0,3,0,0
49437,30,55000,9.0,0.08069432625986454,15000,11.48,0.27,0,9,0,1
28567,23,85000,7.0,0.31837825526225194,8000,12.69,0.09,0,3,0,1
34096,29,36996,2.0,-0.2362778376648724,5000,12.61,0.14,1,6,0,1
56804,24,110000,0.0,0.31837825526225194,15000,11.14,0.14,0,4,0,1
28662,30,64600,5.0,-0.26697081618436225,8000,12.69,0.12,0,7,0,0
47755,38,95000,2.0,-0.2362778376648724,15000,10.37,0.16,0,11,0,1
50496,22,58000,4.0,-0.34124694318944354,25000,14.38,0.43,0,2,0,0
57998,22,56000,1.0,-0.26697081618436225,10000,14.11,0.18,1,4,0,0
9839,25,60000,9.0,-0.26697081618436225,20000,13.79,0.33,0,3,0,0
52621,22,29000,4.0,0.4841067276764486,14000,13.23,0.48,0,4,0,0
14853,28,60000,2.0,0.4841067276764486,15000,11.83,0.25,0,6,0,0
48785,22,67000,6.0,0.4841067276764486,14000,8.0,0.21,0,4,0,0
17171,26,70000,2.0,-0.2362778376648724,8000,10.74,0.11,0,2,0,0
37349,22,43000,5.0,0.4841067276764486,15000,11.48,0.35,0,2,1,0
56320,32,68000,2.0,-0.34124694318944354,15000,9.76,0.22,0,9,0,1
9701,26,29000,2.0,-0.34124694318944354,12500,8.9,0.43,0,2,0,0
30490,29,200000,3.0,-0.26697081618436225,14000,7.88,0.07,0,8,0,1
7425,27,70000,2.0,0.08069432625986454,5000,7.43,0.07,0,9,0,1
29123,27,37200,6.0,0.08069432625986454,7000,7.51,0.19,0,5,0,0
53031,37,36000,3.0,0.4841067276764486,9000,6.91,0.25,0,13,0,1
45256,32,42000,6.0,0.08069432625986454,8000,12.73,0.19,1,9,0,1
2212,25,84000,9.0,0.4841067276764486,25000,11.26,0.3,0,2,0,1
8029,27,50000,4.0,-0.2362778376648724,10000,5.79,0.2,0,5,0,1
18426,28,83004,4.0,0.08069432625986454,10000,15.99,0.12,0,10,0,0
54372,23,52000,2.0,0.08069432625986454,3000,9.63,0.06,0,2,0,1
5293,30,52000,0.0,-0.34124694318944354,15000,9.91,0.29,0,8,0,0
28381,22,12000,0.0,0.31837825526225194,1775,12.72,0.14,0,4,0,0
38114,22,48000,3.0,-0.34124694318944354,3500,9.88,0.07,0,4,0,0
27077,36,44000,3.0,-0.2362778376648724,10000,11.36,0.23,0,16,0,0
48368,29,40000,13.0,-0.34124694318944354,6000,5.79,0.15,0,8,0,1
23088,22,35000,0.0,-0.26697081618436225,6500,10.75,0.19,0,4,0,0
39773,37,150000,14.0,0.31837825526225194,10000,14.35,0.07,1,13,0,1
1684,22,40000,2.0,-0.34124694318944354,5000,13.22,0.13,1,4,0,0
44875,27,30000,3.0,-0.26697081618436225,9000,7.51,0.3,0,9,0,0
29825,27,65000,8.0,0.08069432625986454,15000,11.49,0.23,0,6,1,0
49933,29,90000,5.0,-0.34124694318944354,10000,7.51,0.11,0,6,0,0
47920,22,55000,3.0,0.31837825526225194,12000,13.11,0.22,1,4,0,0
33431,22,51400,1.0,0.31837825526225194,1500,14.79,0.03,0,2,0,0
6698,35,43200,4.0,-0.26697081618436225,8000,9.88,0.19,0,8,0,0
39008,26,93000,8.0,0.4841067276764486,3000,7.14,0.03,0,2,0,0
55808,24,78708,2.0,-0.2362778376648724,7000,8.0,0.09,0,4,0,1
6287,24,60000,2.0,-0.34124694318944354,8400,12.99,0.14,0,2,0,0
41527,21,57000,6.0,-0.26697081618436225,8000,14.96,0.14,0,3,0,1
9533,23,25000,5.0,0.4841067276764486,2500,9.62,0.1,0,3,1,0
37074,29,65000,13.0,0.4841067276764486,6000,7.51,0.09,0,6,0,1
47893,25,58000,0.0,-0.34124694318944354,16500,10.08,0.29,0,3,0,0
26683,26,75000,3.0,0.4841067276764486,24000,10.75,0.32,0,2,0,1
56785,24,100000,8.0,0.4841067276764486,6000,8.9,0.06,0,2,0,1
2550,24,50000,8.0,-0.34124694318944354,12000,7.9,0.24,0,4,0,1
21098,31,54000,7.0,-0.26697081618436225,9600,10.0,0.18,0,6,0,0
18991,23,36000,8.0,-0.26697081618436225,4500,5.42,0.13,0,3,0,0
23583,24,105000,8.0,0.31837825526225194,5500,8.49,0.05,0,4,0,1
41922,22,33276,0.0,-0.26697081618436225,6500,9.63,0.2,0,3,0,0
20926,24,70000,4.0,0.31837825526225194,2000,9.91,0.03,0,2,0,1
43650,29,50000,5.0,-0.26697081618436225,13000,12.92,0.26,1,7,0,0
26467,38,24000,0.0,0.31837825526225194,1800,7.74,0.07,0,15,0,1
52380,36,25000,2.0,-0.26697081618436225,2500,10.99,0.1,0,13,0,0
56219,22,32400,6.0,-0.34124694318944354,6600,11.66,0.2,0,3,0,0
44251,28,40000,0.0,0.31837825526225194,4000,10.08,0.1,0,8,0,0
37548,22,36000,5.0,0.08069432625986454,10000,7.14,0.28,0,3,0,0
25518,39,72000,2.0,0.4841067276764486,5000,11.86,0.07,0,16,0,0
35171,22,26000,1.0,-0.2362778376648724,8000,12.18,0.31,0,2,0,0
14563,23,30000,2.0,0.08069432625986454,10000,15.7,0.33,1,2,0,0
41394,29,55000,13.0,0.31837825526225194,25000,10.99,0.45,0,7,0,1
10331,21,43000,2.0,-0.26697081618436225,12000,6.03,0.28,0,3,0,0
28312,38,41000,0.0,-0.34124694318944354,1000,7.29,0.03,0,12,0,0
25530,40,100000,6.0,0.31837825526225194,18000,6.99,0.18,0,14,0,1
18768,28,83000,4.0,-0.34124694318944354,11000,8.49,0.14,0,5,0,1
25973,32,36000,9.0,-0.34124694318944354,7000,9.91,0.19,0,5,0,0
21226,30,70000,0.0,0.08069432625986454,8000,10.37,0.11,0,6,0,0
40056,22,33996,0.0,0.31837825526225194,7000,14.96,0.21,1,3,0,0
33354,40,60000,18.0,0.08069432625986454,5000,13.85,0.08,1,15,1,0
15222,30,110000,0.0,0.08069432625986454,12000,14.26,0.11,0,5,0,1
13614,23,76486,1.0,0.4841067276764486,6000,7.9,0.08,0,2,0,1
43630,26,38000,0.0,-0.2362778376648724,5000,11.83,0.13,0,3,0,0
14859,22,31200,1.0,0.31837825526225194,6000,14.09,0.19,1,3,1,0
15227,23,250000,3.0,0.31837825526225194,11200,17.93,0.04,1,4,0,0
4924,28,140000,4.0,0.08069432625986454,8000,16.02,0.06,1,10,0,0
49018,29,70000,13.0,0.4841067276764486,16000,6.99,0.23,0,8,0,1
37054,24,32388,1.0,-0.26697081618436225,6000,10.71,0.19,0,4,0,0
53071,23,31000,1.0,-0.34124694318944354,7200,11.86,0.22,0,3,0,0
4731,24,52000,8.0,0.31837825526225194,3000,5.79,0.06,0,4,0,1
27540,23,30000,1.0,0.31837825526225194,5000,14.35,0.17,1,2,0,0
31370,23,40000,7.0,0.31837825526225194,10000,11.99,0.25,0,4,0,0
13894,27,24000,1.0,0.08069432625986454,5000,10.65,0.21,0,9,0,0
24591,29,65000,3.0,-0.34124694318944354,8000,10.99,0.12,0,8,0,1
45462,29,40000,9.0,-0.26697081618436225,10000,11.99,0.25,0,9,0,1
16773,34,120000,6.0,0.4841067276764486,17000,12.69,0.14,0,8,0,0
39190,23,50808,7.0,-0.26697081618436225,4000,7.51,0.08,0,4,0,1
9181,26,54000,0.0,0.31837825526225194,5000,5.42,0.09,0,4,0,0
5652,30,100000,4.0,0.08069432625986454,12000,11.99,0.12,0,8,0,1
37322,27,84000,11.0,0.08069432625986454,6000,6.62,0.07,0,9,0,1
43661,24,100000,5.0,0.31837825526225194,12000,14.27,0.12,1,4,0,1
11263,22,28800,6.0,0.31837825526225194,4500,11.49,0.15,0,4,0,0
37422,33,153000,1.0,0.08069432625986454,23100,14.96,0.15,1,5,0,0
57980,23,67000,7.0,0.4841067276764486,6500,10.74,0.1,0,2,0,0
51099,30,40000,0.0,0.31837825526225194,9000,7.74,0.23,0,5,1,0
6399,23,50000,7.0,0.4841067276764486,9000,6.62,0.18,0,2,0,1
26625,27,58752,5.0,-0.34124694318944354,3000,12.98,0.05,0,7,0,0
27492,30,87600,5.0,0.08069432625986454,12000,7.49,0.14,0,8,0,1
51120,25,27000,9.0,0.31837825526225194,5000,13.49,0.19,0,4,1,0
52403,29,175000,7.0,0.4841067276764486,25000,11.12,0.14,0,8,0,0
30743,22,45000,6.0,0.31837825526225194,1500,10.25,0.03,0,2,0,0
27137,22,40000,0.0,-0.34124694318944354,12000,6.54,0.3,0,4,0,0
43688,26,72900,11.0,0.31837825526225194,17000,10.62,0.23,0,4,0,1
9261,30,70000,3.0,-0.34124694318944354,3500,5.99,0.05,0,6,0,1
54864,26,78000,4.0,0.4841067276764486,17000,13.16,0.22,1,2,0,1
49434,22,27600,0.0,0.31837825526225194,7500,12.73,0.28,1,4,0,0
40170,34,38400,5.0,-0.34124694318944354,9500,10.59,0.24,0,7,0,0
27473,22,30000,2.0,0.31837825526225194,5000,10.36,0.17,0,2,0,0
38439,22,80000,5.0,0.4841067276764486,2800,6.99,0.03,0,4,0,1
15710,22,55000,1.0,-0.34124694318944354,8500,5.79,0.15,0,2,0,1
15250,30,31200,0.0,-0.26697081618436225,6000,13.49,0.19,1,5,0,0
58101,26,40000,6.0,-0.26697081618436225,12000,7.51,0.3,0,4,0,1
9318,24,35000,1.0,0.08069432625986454,8000,7.9,0.23,0,4,0,0
36865,27,120000,11.0,-0.2362778376648724,10000,7.9,0.08,0,7,0,1
20746,27,50000,0.0,-0.26697081618436225,6000,5.42,0.12,0,5,0,0
31469,27,37090,4.0,-0.34124694318944354,2400,16.29,0.06,0,8,0,0
27949,29,50000,5.0,-0.26697081618436225,2800,14.17,0.06,0,6,0,0
9096,33,40000,2.0,0.08069432625986454,6500,5.79,0.16,0,8,0,1
52851,26,30000,0.0,-0.34124694318944354,7500,11.78,0.25,0,3,0,1
53307,23,75000,3.0,-0.26697081618436225,7000,7.88,0.09,0,4,0,1
3490,39,90000,9.0,0.08069432625986454,12000,12.53,0.13,0,13,0,1
19745,28,37000,4.0,0.08069432625986454,10000,11.99,0.27,0,7,0,0
2284,23,85000,7.0,0.31837825526225194,20800,18.43,0.25,1,3,0,1
50743,35,62500,2.0,0.4841067276764486,3000,13.92,0.05,1,7,0,0
22283,27,46000,2.0,-0.26697081618436225,5600,11.86,0.12,0,10,0,0
53636,37,60000,4.0,-0.2362778376648724,10000,11.71,0.17,0,14,0,0
39438,35,35000,5.0,-0.26697081618436225,8400,11.99,0.24,0,5,0,0
44465,28,75000,7.0,-0.2362778376648724,10000,11.14,0.13,0,7,0,0
47737,31,51298,5.0,-0.34124694318944354,1000,9.99,0.02,0,6,0,0
48238,25,55200,3.0,-0.26697081618436225,4800,7.9,0.09,0,2,0,0
25161,30,69000,13.0,0.08069432625986454,5000,12.68,0.07,0,7,0,1
16922,24,60000,5.0,-0.2362778376648724,20000,6.54,0.33,0,3,0,1
39670,29,85000,2.0,0.4841067276764486,14000,7.51,0.16,0,7,0,1
24529,24,32000,1.0,-0.26697081618436225,9000,11.11,0.28,0,2,0,0
54500,25,48000,9.0,0.08069432625986454,1800,7.29,0.04,0,3,0,0
5872,27,50000,4.0,0.4841067276764486,10000,8.59,0.2,0,8,0,1
38917,35,182500,2.0,-0.2362778376648724,12500,5.42,0.07,0,11,0,0
3850,26,25596,10.0,0.08069432625986454,5000,9.25,0.2,0,2,0,0
11473,26,52000,3.0,0.31837825526225194,16000,13.98,0.31,1,2,1,0
57153,22,120000,4.0,0.31837825526225194,12000,10.99,0.1,0,2,0,1
27240,25,45000,4.0,-0.34124694318944354,2000,11.49,0.04,0,3,0,0
48530,23,36000,5.0,-0.34124694318944354,2100,14.17,0.06,0,4,0,0
30843,26,84996,2.0,0.4841067276764486,4000,8.59,0.05,0,3,0,1
15999,26,85000,4.0,0.31837825526225194,7000,6.03,0.08,0,3,0,0
28332,28,48000,2.0,0.08069432625986454,9000,8.9,0.19,0,8,0,0
54989,26,80000,4.0,-0.34124694318944354,3000,13.49,0.04,0,2,0,1
9950,34,54000,5.0,-0.26697081618436225,4000,11.71,0.07,0,8,0,1
9802,24,25000,0.0,0.4841067276764486,5000,8.94,0.21,0,2,0,0
27185,28,51996,1.0,0.08069432625986454,4000,13.98,0.08,1,8,0,0
7851,22,48000,6.0,-0.26697081618436225,10000,9.91,0.21,0,4,0,0
24317,28,60000,2.0,-0.26697081618436225,7000,10.59,0.12,0,10,0,0
16058,27,45000,11.0,0.4841067276764486,4000,11.83,0.09,0,7,0,0
50604,44,44000,12.0,-0.26697081618436225,10000,15.33,0.23,0,11,0,1
18222,23,60000,0.0,0.4841067276764486,10000,13.57,0.17,0,4,0,0
10329,22,52000,5.0,0.4841067276764486,18000,9.45,0.35,0,2,0,0
51416,21,75000,5.0,-0.34124694318944354,15000,13.49,0.2,0,2,0,0
36475,31,140000,0.0,0.4841067276764486,25000,16.02,0.18,1,9,0,1
53574,31,64500,1.0,0.31837825526225194,15000,11.83,0.23,0,5,0,1
27089,34,80000,0.0,0.08069432625986454,30000,7.29,0.38,0,10,0,0
24500,23,30000,4.0,0.31837825526225194,3000,13.98,0.1,1,2,0,0
17526,22,50000,6.0,0.08069432625986454,5000,13.49,0.1,1,2,0,0
50749,23,120000,7.0,0.31837825526225194,7000,13.06,0.06,1,3,0,1
44634,26,25000,4.0,0.08069432625986454,10750,6.92,0.43,0,2,0,0
53326,22,78400,3.0,0.31837825526225194,1500,7.29,0.02,0,2,1,0
3319,27,49000,11.0,0.31837825526225194,4800,7.51,0.1,0,5,0,0
