,transaction_time__avg min between sent tnx,transaction_time__avg min between received tnx,transaction_time__time diff between first and last (mins),number_of_transactions__sent tnx,number_of_transactions__received tnx,number_of_transactions__number of created contracts,number_of_transactions__unique received from addresses,number_of_transactions__unique sent to addresses,ether_value__min value received,ether_value__max value received,ether_value__avg val received,ether_value__min val sent,ether_value__max val sent,ether_value__avg val sent,ether_value__min value sent to contract,ether_value__max val sent to contract,ether_value__avg value sent to contract,number_of_transactions__total transactions (including tnx to create contract,ether__total ether sent,ether__total ether received,ether__total ether sent contracts,ether__total ether balance,erc20__total erc20 tnxs,erc20__erc20 total ether received,erc20__erc20 total ether sent,erc20__erc20 total ether sent contract,erc20__erc20 uniq sent addr,erc20_num_of_transactions__erc20 uniq rec addr,erc20_num_of_transactions__erc20 uniq sent addr.1,erc20_num_of_transactions__erc20 uniq rec contract addr,erc20_value__erc20 min val rec,erc20_value__erc20 max val rec,erc20_value__erc20 avg val rec,erc20_value__erc20 min val sent,erc20_value__erc20 max val sent,erc20_value__erc20 avg val sent,erc20__erc20 uniq sent token name,erc20__erc20 uniq rec token name
8422,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
2407,265.42,803.45,1054686.55,3456,171,0,25,1037,0.006481,300.0,53.382024,0.0,129.5,2.635848,0.0,0.0,0.0,3627,9109.491037,9128.326161,0.0,18.8351239,2280.0,3113901340.0,7156003.463,0.0,624.0,251.0,0.0,63.0,0.0,1553054158.0,5820376.336,0.0,2800000.0,4100.861584,16.0,61.0
1626,2.66,4558.05,22803.55,5,5,0,1,1,1.0,9.0,3.12,0.99958,8.999536,3.119523,0.0,0.0,0.0,10,15.59761319,15.6,0.0,0.002386813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244,164.28,0.0,328.57,2,1,0,1,2,101.0,101.0,101.0,0.02,100.979016,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6438,0.0,19.5,194979.25,0,9999,1,681,0,2e-05,179999.361,93.315568,0.0,0.0,0.0,0.0,0.0,0.0,10000,0.0,933062.3638,0.0,933062.3638,18.0,669.9988889,100.0,0.0,1.0,12.0,0.0,12.0,0.0,300.0,39.411699,100.0,100.0,100.0,1.0,12.0
3228,7004.39,3536.66,28155.42,2,4,0,3,2,0.03916,5.995,3.25729,0.03706,3.0,1.51853,0.0,0.0,0.0,6,3.03706,13.02916,0.0,9.9921,15.0,1994.620171,0.0,0.0,0.0,13.0,0.0,15.0,0.0,1000.0,132.974678,0.0,0.0,0.0,0.0,15.0
6341,1010.05,194511.96,393064.12,4,2,0,2,4,0.004,0.9218,0.4629,0.003888,0.8930879999999999,0.231035,0.0,0.0,0.0,6,0.92414121,0.9258,0.0,0.00165879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5786,0.0,0.0,21.52,1,1,0,1,1,11.0,11.0,11.0,10.99938,10.99938,10.99938,0.0,0.0,0.0,2,10.99938,11.0,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8235,429.79,7021.15,277396.03,139,31,0,11,11,0.0015,0.575329,0.133009,0.0,0.8,0.136723,0.0,0.0,0.0,170,19.00454212,4.123294152,0.0,-14.88124797,3.0,1238.847622,2126.0,0.0,2.0,1.0,0.0,1.0,1238.847622,1238.847622,1238.847622,888.0,1238.0,1063.0,2.0,1.0
5531,0.0,2775.66,291444.72,0,105,1,3,0,0.0,0.404271,0.180627,0.0,0.0,0.0,0.0,0.0,0.0,106,0.0,18.96579583,0.0,18.96579583,4.0,3.2938936880000003,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.145414,0.823473,0.0,0.0,0.0,0.0,4.0
6233,0.0,33349.91,200099.48,0,6,1,2,0,0.0,30.0,9.158333,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,54.95,0.0,54.95,3.0,6.802805147000001,0.0,0.0,0.0,3.0,0.0,3.0,0.7494970000000001,5.0,2.267602,0.0,0.0,0.0,0.0,3.0
1250,160.03,0.3,320.67,2,2,0,2,2,50.382867,50.617133,50.5,1.807606,99.19141,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2809,43950.63,12.77,263742.08,6,3,0,2,4,0.008,200.0,67.002667,0.0,96.99695,33.499492,0.0,0.0,0.0,9,200.9969501,201.008,0.0,0.011049893,8.0,3994.948814,15.14058582,0.0,1.0,7.0,0.0,7.0,0.0,2019.980596,570.7069730000002,15.140586,15.140586,15.140586,1.0,7.0
6176,0.0,0.0,57.7,1,1,0,1,1,0.48,0.48,0.48,0.479496,0.479496,0.479496,0.0,0.0,0.0,2,0.479496,0.48,0.0,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8644,0.0,29.17,3134.47,1,20,0,17,1,0.001524,1.225336,0.5308069999999999,10.615271,10.615271,10.615271,0.0,0.0,0.0,21,10.615271,10.616132,0.0,0.0008609999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5263,8.53,82.2,471543.57,4757,5243,0,437,2,0.008,7881.2,1214.57644,0.0,14894.48845,1338.514884,0.0,0.0,0.0,10000,6367315.304,6368024.277000002,0.0,708.9729567,10000.0,120951029.6,120824891.5,0.0,2.0,12.0,0.0,10.0,0.0,1881560.09,21286.70004,628.062375,6957379.833,27981.67936,5.0,10.0
2984,0.0,9144.25,201173.6,0,22,1,2,0,0.0,1.410806,0.8954549999999999,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,19.70001994,0.0,19.70001994,2.0,1.102379888,0.0,0.0,0.0,2.0,0.0,2.0,0.229318,0.8730620000000001,0.55119,0.0,0.0,0.0,0.0,2.0
3911,60.56,12529.43,100477.67,4,8,0,3,1,1.993841,7.5,3.788569,1.993266,13.999425,7.5765449999999985,0.0,0.0,0.0,12,30.30618075,30.30854927,0.0,0.00236852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8305,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
1729,11044.77,1074.01,322141.52,28,12,0,3,11,0.29,29.995,7.981916,0.0,20.0,3.776115,0.0,0.0,0.0,40,105.7312124,95.78299466,0.0,-9.948217745,16.0,97496.45155,97367.77776,0.0,2.0,8.0,0.0,10.0,0.0,63540.0,9749.645155,1e-06,63530.0,16227.96296,4.0,10.0
9061,1901.95,29.07,3862.05,2,2,0,2,2,0.001,0.083,0.042,0.023362,0.048523,0.035943,0.0,0.0,0.0,4,0.07188547,0.084,0.0,0.01211453,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
1875,13512.99,13727.72,978088.93,48,24,0,16,21,0.05,7.5203630000000015,1.675443,0.0,4.434572,0.84949,0.0,0.0,0.0,72,40.77550829,40.21063756,0.0,-0.56487073,79.0,34151.03071,1462.859647,0.0,7.0,42.0,0.0,33.0,0.0,16888.0,502.22104,0.0,700.0,132.98724099999998,3.0,33.0
236,0.0,0.0,21.48,1,1,0,1,1,1.09336,1.09336,1.09336,1.092856,1.092856,1.092856,0.0,0.0,0.0,2,1.09285551,1.09335951,0.0,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8591,172.66,426.74,158034.72,28,359,0,235,6,0.0,10.5,0.555887,0.0,16.4,3.429336,0.0,0.0,0.0,387,96.0214,199.5634188,0.0,103.5420188,21.0,3710.894769,3.06e-09,0.0,1.0,15.0,0.0,16.0,0.0,2018.0611,185.544738,0.0,0.0,0.0,1.0,16.0
73,25905.07,1129.25,161076.67,6,5,0,1,2,0.099,27.517666,13.701916,0.002079,27.516406,11.41756,0.0,0.0,0.0,11,68.50535928,68.50958028,0.0,0.004221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,24.86,0.23,75.03,3,2,0,2,3,39.560242,61.439758,50.5,5.836762,53.027954,33.666163,0.0,0.0,0.0,5,100.998488,101.0,0.0,0.001512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5265,0.0,0.0,2.85,1,1,0,1,1,0.61459,0.61459,0.61459,0.614118,0.614118,0.614118,0.0,0.0,0.0,2,0.614118074,0.61458971,0.0,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2644,0.0,0.0,211.42,1,1,0,1,1,2.010292,2.010292,2.010292,2.008092,2.008092,2.008092,0.0,0.0,0.0,2,2.00809196,2.01029196,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6612,1709.61,1907.65,43407.12,12,12,0,6,10,1.689961,29.135636,12.416374,2.462843,29.155635,12.415801,0.0,0.0,0.0,24,148.9896174,148.9964861,0.0,0.006868635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8785,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,13.37,0.0,0.0,0.0,1.0,0.0,1.0,13.37,13.37,13.37,0.0,0.0,0.0,0.0,1.0
5285,0.0,2783.46,283912.72,0,102,1,5,0,0.0,0.787968,0.214445,0.0,0.0,0.0,0.0,0.0,0.0,103,0.0,21.87341255,0.0,21.87341255,1.0,0.545842524,0.0,0.0,0.0,1.0,0.0,1.0,0.5458430000000001,0.5458430000000001,0.5458430000000001,0.0,0.0,0.0,0.0,1.0
5831,161.82,0.37,324.37,2,2,0,2,2,24.246245,76.753755,50.5,0.995393,100.003623,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2913,0.0,4695.7,319307.7,0,68,1,5,0,0.0,1.001958,0.582851,0.0,0.0,0.0,0.0,0.0,0.0,69,0.0,39.63384266,0.0,39.63384266,2.0,1.332143817,0.0,0.0,0.0,2.0,0.0,2.0,0.489173,0.8429709999999999,0.666072,0.0,0.0,0.0,0.0,2.0
4228,1572.64,3544.44,1194759.93,336,188,0,4,330,0.01,22943.79752,1288.712289,3.8e-05,14999.999580000003,721.064972,0.0,0.0,0.0,524,242277.8306,242277.9104,0.0,0.079839968,32.0,51332.08413,0.0,0.0,0.0,26.0,0.0,30.0,0.0,20180.614,1604.1276289999996,0.0,0.0,0.0,0.0,30.0
1645,22.77,0.0,68.3,3,1,0,1,3,101.0,101.0,101.0,2.817411,60.92614200000001,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,3.27,0.52,10.85,3,2,0,2,3,381.042718,1619.957282,1000.5,0.495,1574.120926,666.999528,0.0,0.0,0.0,5,2000.998585,2001.0,0.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3083,24.54,1454.84,363462.75,227,246,0,1,1,0.010145,0.051011,0.049222,0.00848,0.991834,0.051508,0.0,0.0,0.0,473,11.69226323,12.10849027,0.0,0.416227041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4063,22.99,1.38,71.73,3,2,0,2,3,17.07066,83.92934,50.5,0.03951,55.361365,33.666149,0.0,0.0,0.0,5,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,41816.88,58905.01,982490.15,8,11,0,4,6,0.01,10.5613,3.751482,0.01,7.0,2.0325,0.0,0.0,0.0,19,16.26,41.2663,0.0,25.0063,10.0,1224.76744,0.0,0.0,0.0,7.0,0.0,9.0,0.0,1111.136127,122.476744,0.0,0.0,0.0,0.0,9.0
1793,7.43,6583.56,916132.77,137,139,0,3,1,0.00063,0.478236,0.229306,0.047356,0.476478,0.231118,0.0,0.0,0.0,276,31.66314479,31.87349353,0.0,0.210348736,1.0,1e-12,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5028,7469.87,3951.26,902269.5,79,79,0,18,43,0.008437,1500.0,132.153356,0.0,2000.0,132.468455,0.0,0.0,0.0,158,10465.00796,10440.11509,0.0,-24.8928738,22.0,162854.7052,134090.7736,0.0,5.0,12.0,0.0,13.0,0.0,54016.748,9579.688542,0.0,100000.0,26818.15473,3.0,13.0
4601,4.28,3506.79,333550.87,95,95,0,3,95,0.048406,1.012701,0.21508,0.047986,1.012281,0.214641,0.0,0.0,0.0,190,20.39090353,20.43257717,0.0,0.041673635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3873,13078.53,92761.77,953774.78,2,10,0,7,2,0.040087,0.19846,0.067448,0.2011,0.23,0.21555,0.0,0.0,0.0,12,0.4311,0.674481253,0.0,0.243381252,4.0,53.45897071,0.0,0.0,0.0,4.0,0.0,4.0,0.0,49.717238,13.364743,0.0,0.0,0.0,0.0,4.0
4747,62522.42,4138.8,204122.47,3,4,0,3,1,0.067149,4.317731,2.84497,0.000358,11.310681,3.792712,0.0,0.0,0.0,7,11.37813612,11.37987912,0.0,0.001743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,4560.4,3641.5,980145.68,175,50,0,29,86,0.0,15.0,2.890266,0.0,6.0,0.8388030000000001,0.0,0.0,0.0,225,146.7905,144.5132979,0.0,-2.277202149,305.0,7493724.771000002,3307503.189,0.0,38.0,137.0,0.0,106.0,0.0,2398941.9,30711.98677,0.0,2106397.958,54221.36375,45.0,103.0
8301,0.0,0.0,78231.1,1,1,0,1,1,0.5,0.5,0.5,0.4991390000000001,0.4991390000000001,0.4991390000000001,0.0,0.0,0.0,2,0.4991390000000001,0.5,0.0,0.0008609999999999,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
2958,3006.86,4005.52,988908.52,201,96,0,13,58,0.01,10.0,1.403574,0.0,10.0,0.6748529999999999,0.0,0.0,0.0,297,135.6455,134.7430648,0.0,-0.902435158,143.0,974114081.0,44888.04861000001,0.0,16.0,44.0,0.0,54.0,0.0,974000000.0,9189755.482,0.0,12000.0,1213.190503,11.0,53.0
9254,6115.58,14433.33,235576.0,22,7,0,6,14,0.000291,0.846685,0.141508,0.0,0.821685,0.04494,0.0,0.0,0.0,29,0.988681416,0.99055938,0.0,0.001877964,14.0,13158.5886,13152.2516,0.0,2.0,9.0,0.0,4.0,1.337,5297.110801,1315.85886,100.0,7255.140801,3288.0629,2.0,4.0
7078,6157.04,1656.24,65350.8,9,6,0,2,3,0.738448,3.709985,1.713252,0.000441,3.2,1.140966,0.0,0.0,0.0,15,10.26869713,10.27950985,0.0,0.01081272,1.0,0.040900528,0.0,0.0,0.0,1.0,0.0,1.0,0.040901,0.040901,0.040901,0.0,0.0,0.0,0.0,1.0
1188,40824.57,0.0,163298.27,4,0,0,0,3,0.0,0.0,0.0,0.0,0.007123,0.0017809999999999,0.0,0.0,0.0,4,0.00712304,0.0,0.0,-0.00712304,3.0,5.95e-10,5.95e-10,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
852,166.36,0.01,332.75,2,3,0,3,2,6.151903,87.498992,33.666667,0.065241,100.933733,50.499487,0.0,0.0,0.0,5,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5250,3292.9,2008.39,24498.05,5,4,0,2,4,0.99,2.041,1.27935,1.0,2.04,1.4208,0.0,0.0,0.0,9,7.104,5.1174,0.0,-1.9866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350,8.45,3497.89,1503604.9,356,429,0,5,2,0.010193,2.01926,0.704813,0.058508,59.36066700000001,0.8487549999999999,0.0,0.0,0.0,785,302.1567866000001,302.3649021,0.0,0.208115528,1.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,1.0,0.0
2251,9988.21,23826.16,189048.28,7,5,0,3,2,0.004,4.9868,1.42696,0.0,5.1168,1.018722,0.0,0.0,0.0,12,7.13105427,7.1348,0.0,0.00374573,2.0,493.21,493.11,0.0,1.0,1.0,0.0,1.0,493.21,493.21,493.21,493.11,493.11,493.11,1.0,1.0
9569,0.0,25149.59,176047.1,0,7,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8816,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8666,0.0,1313.79,11824.07,0,9,0,7,0,0.052829,1.0,0.577765,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,5.19988297,0.0,5.19988297,2.0,112.37,0.0,0.0,0.0,2.0,0.0,2.0,13.37,99.0,56.185,0.0,0.0,0.0,0.0,2.0
6174,7.11,0.0,21.33,3,1,0,1,3,101.0,101.0,101.0,14.315264,44.882656,33.666121000000004,0.0,0.0,0.0,4,100.998362,101.0,0.0,0.001638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7833,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7862,0.0,0.0,377.03,1,1,0,1,1,0.5,0.5,0.5,0.499559,0.499559,0.499559,0.0,0.0,0.0,2,0.499559,0.5,0.0,0.000441,1.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,1.0
1309,20807.97,23567.05,355000.13,8,8,0,3,1,1.3257,15.252378,5.730538,0.00508,15.249378,5.730074,0.0,0.0,0.0,16,45.84059336,45.84430699,0.0,0.003713634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,0.0,1487.22,229031.28,0,154,1,6,0,0.0,4.9955,0.516396,0.0,0.0,0.0,0.0,0.0,0.0,155,0.0,79.52497883,0.0,79.52497883,2.0,1.482858922,0.0,0.0,0.0,2.0,0.0,2.0,0.203357,1.279502,0.741429,0.0,0.0,0.0,0.0,2.0
5501,15563.08,2272.79,549059.35,29,43,0,2,3,0.0001419999999999,1.271342,0.1785119999999999,0.0,1.270922,0.264183,0.0,0.0,0.0,72,7.66130638,7.67603139,0.0,0.01472501,2.0,0.014182946,0.014182946,0.0,1.0,1.0,0.0,1.0,0.014183,0.014183,0.014183,0.014183,0.014183,0.014183,1.0,1.0
4354,0.0,2042.77,226747.95,0,111,1,3,0,0.0,0.494353,0.226477,0.0,0.0,0.0,0.0,0.0,0.0,112,0.0,25.13891811,0.0,25.13891811,2.0,0.537701776,0.0,0.0,0.0,2.0,0.0,2.0,0.138757,0.398945,0.268851,0.0,0.0,0.0,0.0,2.0
4264,0.0,6670.48,200114.43,0,30,1,6,0,0.0,9.258666,1.790369,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,53.71106757,0.0,53.71106757,3.0,7.2667954739999985,0.0,0.0,0.0,3.0,0.0,3.0,0.616887,5.0,2.4222650000000003,0.0,0.0,0.0,0.0,3.0
759,0.0,5273.01,585304.28,0,111,1,9,0,0.0,1.001621,0.340555,0.0,0.0,0.0,0.0,0.0,0.0,112,0.0,37.80156772,0.0,37.80156772,3.0,1.66566775,0.0,0.0,0.0,3.0,0.0,3.0,0.083031,1.0,0.5552229999999999,0.0,0.0,0.0,0.0,3.0
518,0.0,1444.76,319291.53,0,221,1,6,0,0.0,1.638875,0.901066,0.0,0.0,0.0,0.0,0.0,0.0,222,0.0,199.135681,0.0,199.135681,4.0,8.923476495,0.0,0.0,0.0,4.0,0.0,4.0,0.0,5.309198,2.230869,0.0,0.0,0.0,0.0,4.0
7975,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.337,0.0,0.0,0.0,1.0,0.0,1.0,1.337,1.337,1.337,0.0,0.0,0.0,0.0,1.0
5179,15.67,0.0,47.02,3,1,0,1,3,101.0,101.0,101.0,5.0,75.998186,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5923,41.29,157016.16,471172.33,3,3,0,3,1,2.0,14.0,8.147167,1.996643,13.996643,8.139928999999999,0.0,0.0,0.0,6,24.4197858,24.4415,0.0,0.0217142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5390,0.0,0.0,1.77,1,1,0,1,1,1.99,1.99,1.99,1.989428,1.989428,1.989428,0.0,0.0,0.0,2,1.989427629,1.99,0.0,0.000572371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,2.19,5034.48,20146.68,4,4,0,3,1,0.1,20.0,7.549477,0.09915,19.999283,7.548828,0.0,0.0,0.0,8,30.19531357,30.19790619,0.0,0.002592615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,17.3,0.0,51.9,3,1,0,1,3,101.0,101.0,101.0,25.0,40.50131,33.665988,0.0,0.0,0.0,4,100.9979647,101.0,0.0,0.002035312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,72346.7,5896.79,910134.8,5,93,0,8,3,0.001989,2999.99,120.218386,1.0,5000.0,2236.061666,0.0,0.0,0.0,98,11180.30833,11180.30988,0.0,0.001553992,36.0,59339.07604,0.0,0.0,0.0,28.0,0.0,34.0,0.0,20180.614,1648.307668,0.0,0.0,0.0,0.0,34.0
3125,4367.66,377.69,157360.63,10,301,0,2,1,0.099,11.130999999999998,4.651466,0.712179,459.472552,140.007726,0.0,0.0,0.0,311,1400.077262,1400.091408,0.0,0.01414601,4.0,618.636547,0.0,0.0,0.0,4.0,0.0,4.0,1.0,600.0,154.65913700000004,0.0,0.0,0.0,0.0,4.0
1353,161.67,0.04,323.42,2,2,0,2,2,45.719156,55.280844,50.5,3.854759,97.144257,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5591,3.49,5651.02,62199.6,11,11,0,6,1,0.02,35.520906,5.10297,0.01958,35.520486,5.10255,0.0,0.0,0.0,22,56.12804720000001,56.1326672,0.0,0.00462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2568,16.92,0.0,50.75,3,1,0,1,3,101.0,101.0,101.0,4.0,81.648451,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,3.73,1,1,0,1,1,0.269876,0.269876,0.269876,0.269404,0.269404,0.269404,0.0,0.0,0.0,2,0.269403924,0.26987556,0.0,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9713,0.0,0.0,58.77,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,34.26,516.68,1266018.47,1663,2340,0,2,1,0.011189,53.173322,0.641903,0.4929,53.680097,0.902214,0.0,0.0,0.0,4003,1500.381763,1502.052625,0.0,1.670862149,8.0,123.6719074,100.0,0.0,1.0,7.0,0.0,7.0,0.0,100.0,17.667415,100.0,100.0,100.0,1.0,7.0
8705,19343.65,23241.62,514921.18,11,13,0,13,11,0.005,0.5,0.084967,0.04,0.502947,0.099147,0.0,0.0,0.0,24,1.0906142,1.10456858,0.0,0.01395438,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,1.0
3612,187003.36,429.26,748871.95,4,2,0,1,3,0.001,1.111,0.556,0.01,0.501,0.27025,0.0,0.0,0.0,6,1.081,1.112,0.0,0.031,10.0,479.2534332,0.0,0.0,0.0,9.0,0.0,9.0,0.0,217.282482,47.925343,0.0,0.0,0.0,0.0,9.0
5437,36.16,186.84,1560.98,7,7,0,2,1,9.9775,152.49903799999996,53.472113,9.97708,152.498618,53.471693,0.0,0.0,0.0,14,374.3018514,374.3047914,0.0,0.00294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2627,5356.77,2959.25,1570626.52,75,397,0,19,56,0.0,2.0,0.25555,0.0,13.0,1.3518940000000002,0.0,0.0,0.0,472,101.39207840000002,101.4534758,0.0,0.0613973559999999,53.0,194366.6614,198.352,0.0,2.0,30.0,0.0,40.0,0.0,101250.0,3887.333228,0.0,198.352,66.117333,2.0,39.0
